"clie_ti";"cliente";"tipo_cliente";"fecha";"vigencia_tipo"
518;1507;1;2011-08-01 00:00:00;2011-08-01 00:00:00
519;1508;1;2011-08-01 00:00:00;2011-08-01 00:00:00
520;1509;1;2011-08-01 00:00:00;
521;1510;1;2011-08-01 00:00:00;
522;1511;1;2011-08-01 00:00:00;
523;1512;1;2011-08-01 00:00:00;
524;1513;1;2011-08-01 00:00:00;
525;1514;1;2011-08-01 00:00:00;2011-08-01 00:00:00
526;1515;1;2011-08-01 00:00:00;
527;1516;1;2011-08-01 00:00:00;2011-08-01 00:00:00
528;1517;1;2011-08-01 00:00:00;2011-08-01 00:00:00
529;1518;1;2011-08-01 00:00:00;2011-08-01 00:00:00
530;1519;1;2011-08-01 00:00:00;
531;1520;1;2011-08-01 00:00:00;2011-08-01 00:00:00
532;1521;1;2011-08-01 00:00:00;
533;1522;1;2011-08-01 00:00:00;
534;1523;1;2011-08-01 00:00:00;
535;1524;1;2011-08-01 00:00:00;2011-08-01 00:00:00
536;1525;1;2011-08-01 00:00:00;2011-08-01 00:00:00
537;1526;1;2011-08-01 00:00:00;
538;1527;1;2011-08-01 00:00:00;
539;1528;1;2011-08-01 00:00:00;2011-08-01 00:00:00
540;1529;1;2011-08-01 00:00:00;
541;1530;1;2011-08-01 00:00:00;
542;1531;1;2011-08-01 00:00:00;
543;1532;1;2011-08-01 00:00:00;2011-08-01 00:00:00
544;1533;1;2011-08-01 00:00:00;2011-08-01 00:00:00
545;1534;1;2011-08-01 00:00:00;2011-08-01 00:00:00
546;1535;1;2011-08-01 00:00:00;
547;1536;1;2011-08-01 00:00:00;2011-08-01 00:00:00
548;1537;1;2011-08-01 00:00:00;
549;1538;1;2011-08-01 00:00:00;
550;1539;1;2011-08-01 00:00:00;
551;1540;1;2011-08-01 00:00:00;
552;1541;1;2011-08-01 00:00:00;
553;1542;1;2011-08-01 00:00:00;2011-08-01 00:00:00
554;1543;1;2011-08-01 00:00:00;
555;1544;1;2011-08-01 00:00:00;
556;1545;1;2011-08-01 00:00:00;2011-08-01 00:00:00
557;1546;1;2011-08-01 00:00:00;
558;1547;1;2011-08-01 00:00:00;
559;1548;1;2011-08-01 00:00:00;
560;1549;1;2011-08-01 00:00:00;
561;1550;1;2011-08-01 00:00:00;
562;1551;1;2011-08-01 00:00:00;
563;1552;1;2011-08-01 00:00:00;
564;1553;1;2011-08-01 00:00:00;
565;1554;1;2011-08-01 00:00:00;2011-08-01 00:00:00
566;1555;1;2011-08-01 00:00:00;
567;1556;1;2011-08-01 00:00:00;
568;1557;1;2011-08-01 00:00:00;
569;1558;1;2011-08-01 00:00:00;
570;1559;1;2011-08-01 00:00:00;
571;1560;1;2011-08-01 00:00:00;
572;1561;1;2011-08-01 00:00:00;
573;1562;1;2011-08-01 00:00:00;
574;1563;1;2011-08-01 00:00:00;
575;1564;1;2011-08-01 00:00:00;
576;1565;1;2011-08-01 00:00:00;2011-08-01 00:00:00
577;1566;1;2011-08-01 00:00:00;2011-08-01 00:00:00
578;1567;1;2011-08-01 00:00:00;2011-08-01 00:00:00
579;1568;1;2011-08-01 00:00:00;
580;1569;1;2011-08-01 00:00:00;
581;1570;1;2011-08-01 00:00:00;
582;1571;1;2011-08-01 00:00:00;
583;1572;1;2011-08-01 00:00:00;
584;1573;1;2011-08-01 00:00:00;
585;1574;1;2011-08-01 00:00:00;
586;1575;1;2011-08-01 00:00:00;
587;1576;1;2011-08-01 00:00:00;
588;1577;1;2011-08-01 00:00:00;
589;1578;1;2011-08-01 00:00:00;2011-08-01 00:00:00
590;1579;1;2011-08-01 00:00:00;
591;1580;1;2011-08-01 00:00:00;
592;1581;1;2011-08-01 00:00:00;
593;1582;1;2011-08-01 00:00:00;2011-08-01 00:00:00
594;1583;1;2011-08-01 00:00:00;
595;1584;1;2011-08-01 00:00:00;2011-08-01 00:00:00
596;1585;1;2011-08-01 00:00:00;
597;1586;1;2011-08-01 00:00:00;
598;1587;1;2011-08-01 00:00:00;
599;1588;1;2011-08-01 00:00:00;2011-08-01 00:00:00
600;1589;1;2011-08-01 00:00:00;
601;1590;1;2011-08-01 00:00:00;
602;1591;1;2011-08-01 00:00:00;2011-08-01 00:00:00
603;1592;1;2011-08-01 00:00:00;
604;1593;1;2011-08-01 00:00:00;
605;1594;1;2011-08-01 00:00:00;
606;1595;1;2011-08-01 00:00:00;2011-08-01 00:00:00
607;1596;1;2011-08-01 00:00:00;2011-08-01 00:00:00
608;1597;1;2011-08-01 00:00:00;2011-08-01 00:00:00
609;1598;1;2011-08-01 00:00:00;
610;1599;1;2011-08-01 00:00:00;
611;1600;1;2011-08-01 00:00:00;2011-08-01 00:00:00
612;1601;1;2011-08-01 00:00:00;
613;1602;1;2011-08-01 00:00:00;2011-08-01 00:00:00
614;1603;1;2011-08-01 00:00:00;
615;1604;1;2011-08-01 00:00:00;
616;1605;1;2011-08-01 00:00:00;
617;1606;1;2011-08-01 00:00:00;2011-08-01 00:00:00
618;1607;1;2011-08-01 00:00:00;
619;1608;1;2011-08-01 00:00:00;
620;1609;1;2011-08-01 00:00:00;2011-08-01 00:00:00
621;1610;1;2011-08-01 00:00:00;
622;1611;1;2011-08-01 00:00:00;2011-08-01 00:00:00
623;1612;1;2011-08-01 00:00:00;
624;1613;1;2011-08-01 00:00:00;2011-08-01 00:00:00
625;1614;1;2011-08-01 00:00:00;
626;1615;1;2011-08-01 00:00:00;
627;1616;1;2011-08-01 00:00:00;
628;1617;1;2011-08-01 00:00:00;
629;1618;1;2011-08-01 00:00:00;2011-08-01 00:00:00
630;1619;1;2011-08-01 00:00:00;
631;1620;1;2011-08-01 00:00:00;
632;1621;1;2011-08-01 00:00:00;
633;1622;1;2011-08-01 00:00:00;
634;1623;1;2011-08-01 00:00:00;2011-08-01 00:00:00
635;1624;1;2011-08-01 00:00:00;
636;1625;1;2011-08-01 00:00:00;2011-08-01 00:00:00
637;1626;1;2011-08-01 00:00:00;
638;1627;1;2011-08-01 00:00:00;
639;1628;1;2011-08-01 00:00:00;
640;1629;1;2011-08-01 00:00:00;2011-08-01 00:00:00
641;1630;1;2011-08-01 00:00:00;
642;1631;1;2011-08-01 00:00:00;
643;1632;1;2011-08-01 00:00:00;2011-08-01 00:00:00
644;1633;1;2011-08-01 00:00:00;
645;1634;1;2011-08-01 00:00:00;
646;1635;1;2011-08-01 00:00:00;2011-08-01 00:00:00
647;1636;1;2011-08-01 00:00:00;
648;1637;1;2011-08-01 00:00:00;2011-08-01 00:00:00
649;1638;1;2011-08-01 00:00:00;
650;1639;1;2011-08-01 00:00:00;2011-08-01 00:00:00
651;1640;1;2011-08-01 00:00:00;
652;1641;1;2011-08-01 00:00:00;
653;1642;1;2011-08-01 00:00:00;2011-08-01 00:00:00
654;1643;1;2011-08-01 00:00:00;
655;1644;1;2011-08-01 00:00:00;
656;1645;1;2011-08-01 00:00:00;
657;1646;1;2011-08-01 00:00:00;
658;1647;1;2011-08-01 00:00:00;2011-08-01 00:00:00
659;1648;1;2011-08-01 00:00:00;2011-08-01 00:00:00
660;1649;1;2011-08-01 00:00:00;
661;1650;1;2011-08-01 00:00:00;2011-08-01 00:00:00
662;1651;1;2011-08-01 00:00:00;
663;1652;1;2011-08-01 00:00:00;
664;1653;1;2011-08-01 00:00:00;
665;1654;1;2011-08-01 00:00:00;2011-08-01 00:00:00
666;1655;1;2011-08-01 00:00:00;
667;1656;1;2011-08-01 00:00:00;
668;1657;1;2011-08-01 00:00:00;
669;1658;1;2011-08-01 00:00:00;
670;1659;1;2011-08-01 00:00:00;
671;1660;1;2011-08-01 00:00:00;
672;1661;1;2011-08-01 00:00:00;
673;1662;1;2011-08-01 00:00:00;
674;1663;1;2011-08-01 00:00:00;
675;1664;1;2011-08-01 00:00:00;
676;1665;1;2011-08-01 00:00:00;2011-08-01 00:00:00
677;1666;1;2011-08-01 00:00:00;
678;1667;1;2011-08-01 00:00:00;
679;1668;1;2011-08-01 00:00:00;
680;1669;1;2011-08-01 00:00:00;
681;1670;1;2011-08-01 00:00:00;2011-08-01 00:00:00
682;1671;1;2011-08-01 00:00:00;
683;1672;1;2011-08-01 00:00:00;2011-08-01 00:00:00
684;1673;1;2011-08-01 00:00:00;2011-08-01 00:00:00
685;1674;1;2011-08-01 00:00:00;
686;1675;1;2011-08-01 00:00:00;2011-08-01 00:00:00
687;1676;1;2011-08-01 00:00:00;
688;1677;1;2011-08-01 00:00:00;
689;1678;1;2011-08-01 00:00:00;
690;1679;1;2011-08-01 00:00:00;
691;1680;1;2011-08-01 00:00:00;
692;1681;1;2011-08-01 00:00:00;
693;1682;1;2011-08-01 00:00:00;
694;1683;1;2011-08-01 00:00:00;2011-08-01 00:00:00
695;1684;1;2011-08-01 00:00:00;
696;1685;1;2011-08-01 00:00:00;2011-08-01 00:00:00
697;1686;1;2011-08-01 00:00:00;
698;1687;1;2011-08-01 00:00:00;
699;1688;1;2011-08-01 00:00:00;
700;1689;1;2011-08-01 00:00:00;
701;1690;1;2011-08-01 00:00:00;
702;1691;1;2011-08-01 00:00:00;2011-08-01 00:00:00
703;1692;1;2011-08-01 00:00:00;2011-08-01 00:00:00
704;1693;1;2011-08-01 00:00:00;2011-08-01 00:00:00
705;1694;1;2011-08-01 00:00:00;
706;1695;1;2011-08-01 00:00:00;
707;1696;1;2011-08-01 00:00:00;
708;1697;1;2011-08-01 00:00:00;
709;1698;1;2011-08-01 00:00:00;
710;1699;1;2011-08-01 00:00:00;2011-08-01 00:00:00
711;1700;1;2011-08-01 00:00:00;
712;1701;1;2011-08-01 00:00:00;
713;1702;1;2011-08-01 00:00:00;
714;1703;1;2011-08-01 00:00:00;
715;1704;1;2011-08-01 00:00:00;
716;1705;1;2011-08-01 00:00:00;
717;1707;1;2011-08-01 00:00:00;
718;1708;1;2011-08-01 00:00:00;
719;1709;1;2011-08-01 00:00:00;2011-08-01 00:00:00
720;1710;1;2011-08-01 00:00:00;
721;1711;1;2011-08-01 00:00:00;
722;1712;1;2011-08-01 00:00:00;2011-08-01 00:00:00
723;1713;1;2011-08-01 00:00:00;
724;1714;1;2011-08-01 00:00:00;2011-08-01 00:00:00
725;1715;1;2011-08-01 00:00:00;
726;1716;1;2011-08-01 00:00:00;
727;1717;1;2011-08-01 00:00:00;2011-08-01 00:00:00
728;1718;1;2011-08-01 00:00:00;
729;1719;1;2011-08-01 00:00:00;
730;1722;1;2011-08-01 00:00:00;
731;1723;1;2011-08-01 00:00:00;2011-08-01 00:00:00
732;1724;1;2011-08-01 00:00:00;
733;1725;1;2011-08-01 00:00:00;
734;1726;1;2011-08-01 00:00:00;
735;1727;1;2011-08-01 00:00:00;
736;1728;1;2011-08-01 00:00:00;
737;1729;1;2011-08-01 00:00:00;
738;1730;1;2011-08-01 00:00:00;
739;1731;1;2011-08-01 00:00:00;
740;1732;1;2011-08-01 00:00:00;
741;1733;1;2011-08-01 00:00:00;
742;1734;1;2011-08-01 00:00:00;
743;1735;1;2011-08-01 00:00:00;
744;1736;1;2011-08-01 00:00:00;
745;1737;1;2011-08-01 00:00:00;2011-08-01 00:00:00
746;1738;1;2011-08-01 00:00:00;
747;1739;1;2011-08-01 00:00:00;
748;1740;1;2011-08-01 00:00:00;2011-08-01 00:00:00
749;1741;1;2011-08-01 00:00:00;
750;1742;1;2011-08-01 00:00:00;
751;1743;1;2011-08-01 00:00:00;
752;1744;1;2011-08-01 00:00:00;2011-08-01 00:00:00
753;1745;1;2011-08-01 00:00:00;2011-08-01 00:00:00
754;1746;1;2011-08-01 00:00:00;
755;1747;1;2011-08-01 00:00:00;
756;1748;1;2011-08-01 00:00:00;
757;1749;1;2011-08-01 00:00:00;2011-08-01 00:00:00
758;1750;1;2011-08-01 00:00:00;2011-08-01 00:00:00
759;1751;1;2011-08-01 00:00:00;
760;1752;1;2011-08-01 00:00:00;
761;1753;1;2011-08-01 00:00:00;
762;1754;1;2011-08-01 00:00:00;2011-08-01 00:00:00
763;1755;1;2011-08-01 00:00:00;2011-08-01 00:00:00
764;1756;1;2011-08-01 00:00:00;
765;1757;1;2011-08-01 00:00:00;
766;1758;1;2011-08-01 00:00:00;
767;1759;1;2011-08-01 00:00:00;
768;1760;1;2011-08-01 00:00:00;
769;1761;1;2011-08-01 00:00:00;
770;1762;1;2011-08-01 00:00:00;2011-08-01 00:00:00
771;1763;1;2011-08-01 00:00:00;
772;1764;1;2011-08-01 00:00:00;
773;1765;1;2011-08-01 00:00:00;2011-08-01 00:00:00
774;1766;1;2011-08-01 00:00:00;2011-08-01 00:00:00
775;1767;1;2011-08-01 00:00:00;
776;1768;1;2011-08-01 00:00:00;2011-08-01 00:00:00
777;1769;1;2011-08-01 00:00:00;2011-08-01 00:00:00
778;1770;1;2011-08-01 00:00:00;
779;1771;1;2011-08-01 00:00:00;
780;1772;1;2011-08-01 00:00:00;
781;1773;1;2011-08-01 00:00:00;
782;1774;1;2011-08-01 00:00:00;
783;1775;1;2011-08-01 00:00:00;
784;1776;1;2011-08-01 00:00:00;
785;1777;1;2011-08-01 00:00:00;
786;1778;1;2011-08-01 00:00:00;
787;1779;1;2011-08-01 00:00:00;
788;1780;1;2011-08-01 00:00:00;2011-08-01 00:00:00
789;1781;1;2011-08-01 00:00:00;
790;1782;1;2011-08-01 00:00:00;
791;1783;1;2011-08-01 00:00:00;
792;1784;1;2011-08-01 00:00:00;2011-08-01 00:00:00
793;1785;1;2011-08-01 00:00:00;2011-08-01 00:00:00
794;1786;1;2011-08-01 00:00:00;
795;1787;1;2011-08-01 00:00:00;
796;1789;1;2011-08-01 00:00:00;
797;1790;1;2011-08-01 00:00:00;
798;1791;1;2011-08-01 00:00:00;
799;1792;1;2011-08-01 00:00:00;
800;1793;1;2011-08-01 00:00:00;
801;1794;1;2011-08-01 00:00:00;2011-08-01 00:00:00
802;1795;1;2011-08-01 00:00:00;
803;1796;1;2011-08-01 00:00:00;
804;1797;1;2011-08-01 00:00:00;2011-08-01 00:00:00
805;1798;1;2011-08-01 00:00:00;
806;1799;1;2011-08-01 00:00:00;
807;1800;1;2011-08-01 00:00:00;
808;1801;1;2011-08-01 00:00:00;
809;1802;1;2011-08-01 00:00:00;
810;1803;1;2011-08-01 00:00:00;
811;1804;1;2011-08-01 00:00:00;2011-08-01 00:00:00
812;1805;1;2011-08-01 00:00:00;
813;1806;1;2011-08-01 00:00:00;
814;1807;1;2011-08-01 00:00:00;
815;1808;1;2011-08-01 00:00:00;2011-08-01 00:00:00
816;1809;1;2011-08-01 00:00:00;
817;1810;1;2011-08-01 00:00:00;
818;1811;1;2011-08-01 00:00:00;2011-08-01 00:00:00
819;1812;1;2011-08-01 00:00:00;2011-08-01 00:00:00
820;1813;1;2011-08-01 00:00:00;
821;1814;1;2011-08-01 00:00:00;
822;1815;1;2011-08-01 00:00:00;2011-08-01 00:00:00
823;1816;1;2011-08-01 00:00:00;
824;1817;1;2011-08-01 00:00:00;2011-08-01 00:00:00
825;1818;1;2011-08-01 00:00:00;
826;1819;1;2011-08-01 00:00:00;
827;1820;1;2011-08-01 00:00:00;2011-08-01 00:00:00
828;1821;1;2011-08-01 00:00:00;2011-08-01 00:00:00
829;1822;1;2011-08-01 00:00:00;2011-08-01 00:00:00
830;1823;1;2011-08-01 00:00:00;2011-08-01 00:00:00
831;1824;1;2011-08-01 00:00:00;
832;1825;1;2011-08-01 00:00:00;
833;1826;1;2011-08-01 00:00:00;
834;1827;1;2011-08-01 00:00:00;2011-08-01 00:00:00
835;1828;1;2011-08-01 00:00:00;
836;1829;1;2011-08-01 00:00:00;2011-08-01 00:00:00
837;1830;1;2011-08-01 00:00:00;
838;1831;1;2011-08-01 00:00:00;
839;1832;1;2011-08-01 00:00:00;2011-08-01 00:00:00
840;1833;1;2011-08-01 00:00:00;2011-08-01 00:00:00
841;1834;1;2011-08-01 00:00:00;
842;1835;1;2011-08-01 00:00:00;2011-08-01 00:00:00
843;1836;1;2011-08-01 00:00:00;
844;1837;1;2011-08-01 00:00:00;
845;1838;1;2011-08-01 00:00:00;
846;1839;1;2011-08-01 00:00:00;
847;1840;1;2011-08-01 00:00:00;2011-08-01 00:00:00
848;1841;1;2011-08-01 00:00:00;2011-08-01 00:00:00
849;1842;1;2011-08-01 00:00:00;
850;1843;1;2011-08-01 00:00:00;
851;1844;1;2011-08-01 00:00:00;2011-08-01 00:00:00
852;1845;1;2011-08-01 00:00:00;
853;1846;1;2011-08-01 00:00:00;2011-08-01 00:00:00
854;1847;1;2011-08-01 00:00:00;2011-08-01 00:00:00
855;1848;1;2011-08-01 00:00:00;2011-08-01 00:00:00
856;1849;1;2011-08-01 00:00:00;2011-08-01 00:00:00
857;1850;1;2011-08-01 00:00:00;2011-08-01 00:00:00
858;1851;1;2011-08-01 00:00:00;
859;1852;1;2011-08-01 00:00:00;2011-08-01 00:00:00
860;1853;1;2011-08-01 00:00:00;
861;1854;1;2011-08-01 00:00:00;2011-08-01 00:00:00
862;1855;1;2011-08-01 00:00:00;2011-08-01 00:00:00
863;1856;1;2011-08-01 00:00:00;
864;1857;1;2011-08-01 00:00:00;2011-08-01 00:00:00
865;1858;1;2011-08-01 00:00:00;
866;1859;1;2011-08-01 00:00:00;2011-08-01 00:00:00
867;1860;1;2011-08-01 00:00:00;2011-08-01 00:00:00
868;1861;1;2011-08-01 00:00:00;
869;1862;1;2011-08-01 00:00:00;2011-08-01 00:00:00
870;1863;1;2011-08-01 00:00:00;
871;1864;1;2011-08-01 00:00:00;2011-08-01 00:00:00
872;1865;1;2011-08-01 00:00:00;
873;1866;1;2011-08-01 00:00:00;2011-08-01 00:00:00
874;1867;1;2011-08-01 00:00:00;
875;1868;1;2011-08-01 00:00:00;
876;1869;1;2011-08-01 00:00:00;2011-08-01 00:00:00
877;1870;1;2011-08-01 00:00:00;
878;1871;1;2011-08-01 00:00:00;
879;1872;1;2011-08-01 00:00:00;
880;1873;1;2011-08-01 00:00:00;
881;1874;1;2011-08-01 00:00:00;
882;1875;1;2011-08-01 00:00:00;
883;1876;1;2011-08-01 00:00:00;2011-08-01 00:00:00
884;1877;1;2011-08-01 00:00:00;
885;1878;1;2011-08-01 00:00:00;2011-08-01 00:00:00
886;1879;1;2011-08-01 00:00:00;
887;1880;1;2011-08-01 00:00:00;2011-08-01 00:00:00
888;1881;1;2011-08-01 00:00:00;
889;1882;1;2011-08-01 00:00:00;2011-08-01 00:00:00
890;1883;1;2011-08-01 00:00:00;2011-08-01 00:00:00
891;1884;1;2011-08-01 00:00:00;
892;1885;1;2011-08-01 00:00:00;
893;1886;1;2011-08-01 00:00:00;2011-08-01 00:00:00
894;1887;1;2011-08-01 00:00:00;
895;1888;1;2011-08-01 00:00:00;
896;1889;1;2011-08-01 00:00:00;2011-08-01 00:00:00
897;1890;1;2011-08-01 00:00:00;
898;1891;1;2011-08-01 00:00:00;
899;1893;1;2011-08-01 00:00:00;
900;1894;1;2011-08-01 00:00:00;
901;1895;1;2011-08-01 00:00:00;
902;1896;1;2011-08-01 00:00:00;
903;1897;1;2011-08-01 00:00:00;
904;1898;1;2011-08-01 00:00:00;
905;1900;1;2011-08-01 00:00:00;
906;1901;1;2011-08-01 00:00:00;2011-08-01 00:00:00
907;1902;1;2011-08-01 00:00:00;
908;1903;1;2011-08-01 00:00:00;2011-08-01 00:00:00
909;1904;1;2011-08-01 00:00:00;2011-08-01 00:00:00
910;1905;1;2011-08-01 00:00:00;
911;1906;1;2011-08-01 00:00:00;
912;1907;1;2011-08-01 00:00:00;
913;1908;1;2011-08-01 00:00:00;
914;1909;1;2011-08-01 00:00:00;
915;1910;1;2011-08-01 00:00:00;2011-08-01 00:00:00
916;1911;1;2011-08-01 00:00:00;
917;1912;1;2011-08-01 00:00:00;
918;1913;1;2011-08-01 00:00:00;
919;1914;1;2011-08-01 00:00:00;2011-08-01 00:00:00
920;1915;1;2011-08-01 00:00:00;2011-08-01 00:00:00
921;1916;1;2011-08-01 00:00:00;
922;1917;1;2011-08-01 00:00:00;
923;1918;1;2011-08-01 00:00:00;2011-08-01 00:00:00
924;1919;1;2011-08-01 00:00:00;
925;1920;1;2011-08-01 00:00:00;2011-08-01 00:00:00
926;1921;1;2011-08-01 00:00:00;
927;1922;1;2011-08-01 00:00:00;
928;1923;1;2011-08-01 00:00:00;
929;1924;1;2011-08-01 00:00:00;
930;1925;1;2011-08-01 00:00:00;
931;1926;1;2011-08-01 00:00:00;2011-08-01 00:00:00
932;1927;1;2011-08-01 00:00:00;2011-08-01 00:00:00
933;1928;1;2011-08-01 00:00:00;
934;1929;1;2011-08-01 00:00:00;2011-08-01 00:00:00
935;1930;1;2011-08-01 00:00:00;
936;1931;1;2011-08-01 00:00:00;
937;1932;1;2011-08-01 00:00:00;2011-08-01 00:00:00
938;1933;1;2011-08-01 00:00:00;
939;1934;1;2011-08-01 00:00:00;
940;1935;1;2011-08-01 00:00:00;2011-08-01 00:00:00
941;1936;1;2011-08-01 00:00:00;
942;1937;1;2011-08-01 00:00:00;
943;1938;1;2011-08-01 00:00:00;
944;1939;1;2011-08-01 00:00:00;
945;1940;1;2011-08-01 00:00:00;
946;1941;1;2011-08-01 00:00:00;2011-08-01 00:00:00
947;1942;1;2011-08-01 00:00:00;
948;1943;1;2011-08-01 00:00:00;
949;1944;1;2011-08-01 00:00:00;2011-08-01 00:00:00
950;1945;1;2011-08-01 00:00:00;
951;1946;1;2011-08-01 00:00:00;2011-08-01 00:00:00
952;1947;1;2011-08-01 00:00:00;
953;1948;1;2011-08-01 00:00:00;2011-08-01 00:00:00
954;1949;1;2011-08-01 00:00:00;2011-08-01 00:00:00
955;1950;1;2011-08-01 00:00:00;
956;1951;1;2011-08-01 00:00:00;2011-08-01 00:00:00
957;1952;1;2011-08-01 00:00:00;2011-08-01 00:00:00
958;1953;1;2011-08-01 00:00:00;2011-08-01 00:00:00
959;1954;1;2011-08-01 00:00:00;2011-08-01 00:00:00
960;1955;1;2011-08-01 00:00:00;
961;1956;1;2011-08-01 00:00:00;
962;1957;1;2011-08-01 00:00:00;
963;1958;1;2011-08-01 00:00:00;
964;1959;1;2011-08-01 00:00:00;
965;1960;1;2011-08-01 00:00:00;
966;1961;1;2011-08-01 00:00:00;
967;1962;1;2011-08-01 00:00:00;
968;1963;1;2011-08-01 00:00:00;2011-08-01 00:00:00
969;1964;1;2011-08-01 00:00:00;
970;1965;1;2011-08-01 00:00:00;
971;1966;1;2011-08-01 00:00:00;
972;1967;1;2011-08-01 00:00:00;
973;1968;1;2011-08-01 00:00:00;
974;1969;1;2011-08-01 00:00:00;
975;1970;1;2011-08-01 00:00:00;
976;1971;1;2011-08-01 00:00:00;2011-08-01 00:00:00
977;1972;1;2011-08-01 00:00:00;
978;1973;1;2011-08-01 00:00:00;2011-08-01 00:00:00
979;1974;1;2011-08-01 00:00:00;
980;1975;1;2011-08-01 00:00:00;2011-08-01 00:00:00
981;1976;1;2011-08-01 00:00:00;
982;1977;1;2011-08-01 00:00:00;2011-08-01 00:00:00
983;1978;1;2011-08-01 00:00:00;
984;1979;1;2011-08-01 00:00:00;2011-08-01 00:00:00
985;1980;1;2011-08-01 00:00:00;2011-08-01 00:00:00
986;1981;1;2011-08-01 00:00:00;2011-08-01 00:00:00
987;1982;1;2011-08-01 00:00:00;2011-08-01 00:00:00
988;1983;1;2011-08-01 00:00:00;2011-08-01 00:00:00
989;1984;1;2011-08-01 00:00:00;
990;1985;1;2011-08-01 00:00:00;
991;1986;1;2011-08-01 00:00:00;2011-08-01 00:00:00
992;1987;1;2011-08-01 00:00:00;
993;1988;1;2011-08-01 00:00:00;2011-08-01 00:00:00
994;1989;1;2011-08-01 00:00:00;
995;1990;1;2011-08-01 00:00:00;
996;1991;1;2011-08-01 00:00:00;
997;1993;1;2011-08-01 00:00:00;
998;1994;1;2011-08-01 00:00:00;
999;1995;1;2011-08-01 00:00:00;
1000;1996;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1001;1997;1;2011-08-01 00:00:00;
1002;1998;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1003;1999;1;2011-08-01 00:00:00;
1004;2000;1;2011-08-01 00:00:00;
1005;2001;1;2011-08-01 00:00:00;
1006;2002;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1007;2003;1;2011-08-01 00:00:00;
1008;2004;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1009;2005;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1010;2006;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1011;2007;1;2011-08-01 00:00:00;
1012;2008;1;2011-08-01 00:00:00;
1013;2009;1;2011-08-01 00:00:00;2011-08-01 00:00:00
1014;2010;1;2011-08-01 00:00:00;
1015;2011;3;2011-08-01 00:00:00;
1016;2012;3;2011-08-01 00:00:00;
1017;2013;3;2011-08-01 00:00:00;
1018;2014;3;2011-08-01 00:00:00;
1019;2015;3;2011-08-01 00:00:00;
1020;2016;3;2011-08-01 00:00:00;
1021;2017;3;2011-08-01 00:00:00;
1022;2018;3;2011-08-01 00:00:00;
1023;2019;3;2011-08-01 00:00:00;
1024;2020;3;2011-08-01 00:00:00;
1025;2021;3;2011-08-01 00:00:00;
1026;2022;3;2011-08-01 00:00:00;
1027;2023;3;2011-08-01 00:00:00;
1028;2024;3;2011-08-01 00:00:00;
1029;2025;3;2011-08-01 00:00:00;
1030;2026;3;2011-08-01 00:00:00;
1031;2027;3;2011-08-01 00:00:00;
1032;2028;3;2011-08-01 00:00:00;
1033;2029;3;2011-08-01 00:00:00;
1035;2031;3;2011-08-01 00:00:00;
1036;2032;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1037;2033;3;2011-08-01 00:00:00;
1038;2034;3;2011-08-01 00:00:00;
1039;2035;3;2011-08-01 00:00:00;
1040;2036;3;2011-08-01 00:00:00;
1041;2037;3;2011-08-01 00:00:00;
1042;2038;3;2011-08-01 00:00:00;
1043;2039;3;2011-08-01 00:00:00;
1044;2040;3;2011-08-01 00:00:00;
1045;2041;3;2011-08-01 00:00:00;
1046;2042;3;2011-08-01 00:00:00;
1047;2043;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1048;2044;3;2011-08-01 00:00:00;
1049;2045;3;2011-08-01 00:00:00;
1050;2046;3;2011-08-01 00:00:00;
1051;2047;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1052;2048;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1053;2049;3;2011-08-01 00:00:00;
1054;2050;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1055;2051;3;2011-08-01 00:00:00;
1056;2052;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1057;2053;3;2011-08-01 00:00:00;
1058;2054;3;2011-08-01 00:00:00;
1059;2055;3;2011-08-01 00:00:00;
1060;2056;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1061;2057;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1062;2058;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1063;2059;3;2011-08-01 00:00:00;
1064;2060;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1065;2061;3;2011-08-01 00:00:00;
1066;2062;3;2011-08-01 00:00:00;
1067;2063;3;2011-08-01 00:00:00;2011-08-01 00:00:00
1068;2064;3;2011-08-01 00:00:00;
1069;2065;3;2011-08-01 00:00:00;
1070;2066;3;2011-08-01 00:00:00;
2564;3618;2;2011-08-30 00:00:00;
2565;3619;2;2011-08-30 00:00:00;
2566;3620;2;2011-08-30 00:00:00;
2567;3621;2;2011-08-30 00:00:00;2011-08-30 00:00:00
2568;3622;2;2011-08-30 00:00:00;
2569;3623;2;2011-08-30 00:00:00;
2570;3624;2;2011-08-30 00:00:00;
2571;3625;2;2011-08-30 00:00:00;
2572;3626;2;2011-08-30 00:00:00;
