"cliente";"vendedor";"fecha_ca";"vigencia_ve"
4934;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4935;0;2011-08-30 00:00:00;2011-08-30 00:00:00
4936;1;2011-08-30 00:00:00;
4937;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4938;0;2011-08-30 00:00:00;2011-08-30 00:00:00
4939;4;2011-08-30 00:00:00;2011-08-30 00:00:00
4940;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4941;4;2011-08-30 00:00:00;2011-08-30 00:00:00
4942;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4943;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4944;12;2011-08-30 00:00:00;
4945;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4946;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4947;3;2011-08-30 00:00:00;2011-08-30 00:00:00
4948;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4949;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4950;1;2011-08-30 00:00:00;
4951;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4952;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4953;0;2011-08-30 00:00:00;2011-08-30 00:00:00
4954;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4955;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4956;11;2011-08-30 00:00:00;
4957;3;2011-08-30 00:00:00;2011-08-30 00:00:00
4958;3;2011-08-30 00:00:00;2011-08-30 00:00:00
4959;0;2011-08-30 00:00:00;
4960;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4961;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4962;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4963;3;2011-08-30 00:00:00;2011-08-30 00:00:00
4964;2;2011-08-30 00:00:00;2011-08-30 00:00:00
4965;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4966;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4967;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4968;8;2011-08-30 00:00:00;
4969;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4970;15;2011-08-30 00:00:00;2011-08-30 00:00:00
4971;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4972;3;2011-08-30 00:00:00;2011-08-30 00:00:00
4973;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4974;10;2011-08-30 00:00:00;
4975;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4976;0;2011-08-30 00:00:00;2011-08-30 00:00:00
4977;6;2011-08-30 00:00:00;
4978;15;2011-08-30 00:00:00;2011-08-30 00:00:00
4979;2;2011-08-30 00:00:00;2011-08-30 00:00:00
4980;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4981;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4982;2;2011-08-30 00:00:00;2011-08-30 00:00:00
4983;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4984;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4985;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4986;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4987;2;2011-08-30 00:00:00;2011-08-30 00:00:00
4988;12;2011-08-30 00:00:00;2011-08-30 00:00:00
4989;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4990;3;2011-08-30 00:00:00;2011-08-30 00:00:00
4991;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4992;8;2011-08-30 00:00:00;
4993;12;2011-08-30 00:00:00;
4994;11;2011-08-30 00:00:00;
4995;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4996;10;2011-08-30 00:00:00;2011-08-30 00:00:00
4997;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4998;1;2011-08-30 00:00:00;2011-08-30 00:00:00
4999;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5000;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5001;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5002;4;2011-08-30 00:00:00;2011-08-30 00:00:00
5003;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5004;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5005;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5006;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5007;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5008;12;2011-08-30 00:00:00;
5009;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5010;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5011;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5012;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5013;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5014;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5015;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5016;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5017;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5018;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5019;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5020;3;2011-08-30 00:00:00;
5021;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5022;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5023;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5024;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5025;1;2011-08-30 00:00:00;
5026;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5027;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5028;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5029;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5030;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5031;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5032;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5033;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5034;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5035;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5036;1;2011-08-30 00:00:00;
5037;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5038;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5039;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5040;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5041;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5042;3;2011-08-30 00:00:00;
5043;2;2011-08-30 00:00:00;
5044;2;2011-08-30 00:00:00;
5045;15;2011-08-30 00:00:00;2011-08-30 00:00:00
5046;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5047;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5048;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5049;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5050;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5051;1;2011-08-30 00:00:00;
5052;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5053;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5054;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5055;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5056;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5057;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5058;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5059;0;2011-08-30 00:00:00;2011-08-30 00:00:00
5060;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5061;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5062;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5063;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5064;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5065;4;2011-08-30 00:00:00;2011-08-30 00:00:00
5066;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5067;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5068;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5069;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5070;3;2011-08-30 00:00:00;2011-08-30 00:00:00
5071;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5072;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5073;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5074;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5075;0;2011-08-30 00:00:00;2011-08-30 00:00:00
5076;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5077;8;2011-08-30 00:00:00;
5078;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5079;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5080;4;2011-08-30 00:00:00;2011-08-30 00:00:00
5081;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5082;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5083;8;2011-08-30 00:00:00;
5084;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5085;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5086;4;2011-08-30 00:00:00;
5087;12;2011-08-30 00:00:00;
5088;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5089;0;2011-08-30 00:00:00;2011-08-30 00:00:00
5090;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5091;1;2011-08-30 00:00:00;
5092;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5093;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5094;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5095;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5096;2;2011-08-30 00:00:00;
5097;1;2011-08-30 00:00:00;
5098;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5099;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5100;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5101;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5102;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5103;1;2011-08-30 00:00:00;
5104;12;2011-08-30 00:00:00;
5105;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5106;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5107;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5108;12;2011-08-30 00:00:00;
5109;15;2011-08-30 00:00:00;2011-08-30 00:00:00
5110;3;2011-08-30 00:00:00;
5111;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5113;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5114;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5115;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5116;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5117;3;2011-08-30 00:00:00;
5118;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5119;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5120;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5121;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5122;8;2011-08-30 00:00:00;
5123;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5124;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5125;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5126;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5127;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5128;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5129;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5130;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5131;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5132;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5133;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5135;11;2011-08-30 00:00:00;
5136;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5137;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5138;11;2011-08-30 00:00:00;
5139;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5140;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5141;8;2011-08-30 00:00:00;2011-08-30 00:00:00
5142;11;2011-08-30 00:00:00;2011-08-30 00:00:00
5144;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5145;12;2011-08-30 00:00:00;2011-08-30 00:00:00
5146;11;2011-08-30 00:00:00;
5148;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5149;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5150;1;2011-08-30 00:00:00;2011-08-30 00:00:00
5151;8;2011-08-30 00:00:00;
5152;11;2011-08-30 00:00:00;
5153;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5154;10;2011-08-30 00:00:00;2011-08-30 00:00:00
5155;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5159;13;2011-08-30 00:00:00;
5161;8;2011-08-30 00:00:00;
5164;11;2011-08-30 00:00:00;2011-08-30 00:00:00
5165;2;2011-08-30 00:00:00;2011-08-30 00:00:00
5166;8;2011-08-30 00:00:00;
1514;1;2011-10-04 00:00:00;2011-10-04 00:00:00
3640;12;2011-10-04 00:00:00;2011-10-04 00:00:00
5167;0;2011-06-10 00:00:00;
1519;2;2011-10-04 00:00:00;
5167;2;2011-10-04 00:00:00;
5167;2;2011-10-04 00:00:00;2011-10-04 00:00:00
1521;8;2011-10-04 00:00:00;
1526;8;2011-10-04 00:00:00;
2019;12;2011-10-05 00:00:00;2011-10-05 00:00:00
1535;12;2011-10-05 00:00:00;2011-10-05 00:00:00
1537;2;2011-10-05 00:00:00;2011-10-05 00:00:00
1538;11;2011-10-05 00:00:00;
3773;8;2011-10-05 00:00:00;
5168;0;2011-10-03 00:00:00;
5168;2;2011-10-05 00:00:00;2011-10-05 00:00:00
1540;11;2011-10-05 00:00:00;
1543;10;2011-10-05 00:00:00;2011-10-05 00:00:00
1544;11;2011-10-05 00:00:00;
1544;11;2011-10-05 00:00:00;2011-10-05 00:00:00
2023;12;2011-10-05 00:00:00;2011-10-05 00:00:00
1546;8;2011-10-05 00:00:00;
3828;2;2011-10-05 00:00:00;2011-10-05 00:00:00
1547;12;2011-10-05 00:00:00;
1547;12;2011-10-05 00:00:00;2011-10-05 00:00:00
1548;11;2011-10-05 00:00:00;
1550;11;2011-10-06 00:00:00;2011-10-06 00:00:00
1551;12;2011-10-06 00:00:00;2011-10-06 00:00:00
3914;1;2011-10-06 00:00:00;
1553;11;2011-10-06 00:00:00;2011-10-06 00:00:00
3920;3;2011-10-06 00:00:00;2011-10-06 00:00:00
1556;8;2011-10-06 00:00:00;
5280;2;2011-12-05 00:00:00;2011-12-05 00:00:00
5169;3;2011-10-06 00:00:00;
4292;1;2011-10-06 00:00:00;
4292;1;2011-10-06 00:00:00;2011-10-06 00:00:00
5086;4;2011-10-06 00:00:00;2011-10-06 00:00:00
4022;12;2011-10-06 00:00:00;2011-10-06 00:00:00
5170;0;2011-10-06 00:00:00;
5170;2;2011-10-06 00:00:00;
4455;10;2011-10-06 00:00:00;2011-10-06 00:00:00
4944;12;2011-10-06 00:00:00;2011-10-06 00:00:00
5171;0;2008-09-07 00:00:00;
5171;1;2011-10-07 00:00:00;2011-10-07 00:00:00
5172;0;2011-10-07 00:00:00;
5172;1;2011-10-07 00:00:00;2011-10-07 00:00:00
1560;12;2011-10-07 00:00:00;2011-10-07 00:00:00
1563;8;2011-10-07 00:00:00;
1564;8;2011-10-07 00:00:00;
5173;0;2008-06-05 00:00:00;2008-06-05 00:00:00
5174;0;2011-10-07 00:00:00;
5174;10;2011-10-11 00:00:00;2011-10-11 00:00:00
5175;0;2011-10-11 00:00:00;
5175;8;2011-10-11 00:00:00;
5176;0;2011-10-11 00:00:00;
5176;11;2011-10-11 00:00:00;2011-10-11 00:00:00
1577;8;2011-10-11 00:00:00;
1571;11;2011-10-13 00:00:00;2011-10-13 00:00:00
1570;2;2011-10-14 00:00:00;2011-10-14 00:00:00
1569;3;2011-10-14 00:00:00;
5177;0;2011-09-26 00:00:00;
5177;12;2011-10-14 00:00:00;2011-10-14 00:00:00
5178;0;2011-09-30 00:00:00;
5178;11;2011-10-14 00:00:00;
5179;0;2011-09-30 00:00:00;2011-09-30 00:00:00
5180;0;2011-09-23 00:00:00;
5180;8;2011-10-14 00:00:00;
5181;0;2011-09-19 00:00:00;
5181;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5182;0;2011-09-19 00:00:00;
5182;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5183;0;2011-09-20 00:00:00;
5183;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5184;0;2011-09-21 00:00:00;
5184;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5185;0;2011-09-22 00:00:00;
5185;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5186;0;2011-09-22 00:00:00;
5186;11;2011-10-14 00:00:00;
5187;0;2011-09-23 00:00:00;
5187;11;2011-10-14 00:00:00;
5188;0;2011-09-23 00:00:00;
5188;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5189;0;2011-09-08 00:00:00;
5189;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5190;0;2011-09-09 00:00:00;
5190;11;2011-10-14 00:00:00;2011-10-14 00:00:00
1895;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5191;0;2011-09-26 00:00:00;
5191;11;2011-10-14 00:00:00;
5192;0;2011-09-26 00:00:00;
5192;11;2011-10-14 00:00:00;2011-10-14 00:00:00
1909;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5193;0;2011-09-27 00:00:00;
5193;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5194;0;2011-09-28 00:00:00;
5194;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5195;0;2011-09-29 00:00:00;
5195;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5196;0;2011-09-30 00:00:00;
5196;11;2011-10-14 00:00:00;
5196;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5197;0;2011-09-30 00:00:00;
5197;11;2011-10-14 00:00:00;2011-10-14 00:00:00
5198;0;2011-09-22 00:00:00;
5198;12;2011-10-14 00:00:00;2011-10-14 00:00:00
5199;0;2011-09-05 00:00:00;
5199;2;2011-10-14 00:00:00;2011-10-14 00:00:00
5200;0;2011-09-21 00:00:00;2011-09-21 00:00:00
5201;0;2011-09-13 00:00:00;2011-09-13 00:00:00
1802;12;2011-10-17 00:00:00;2011-10-17 00:00:00
5202;0;2011-09-12 00:00:00;
5202;11;2011-10-17 00:00:00;2011-10-17 00:00:00
5203;0;2011-09-05 00:00:00;2011-09-05 00:00:00
5204;0;2011-09-29 00:00:00;
5204;12;2011-10-17 00:00:00;2011-10-17 00:00:00
1915;11;2011-10-17 00:00:00;
1919;11;2011-10-17 00:00:00;2011-10-17 00:00:00
5205;0;2011-10-13 00:00:00;2011-10-13 00:00:00
5206;0;2011-10-12 00:00:00;
5206;11;2011-10-17 00:00:00;
5207;0;2011-07-18 00:00:00;
5207;12;2011-10-17 00:00:00;2011-10-17 00:00:00
1964;11;2011-10-17 00:00:00;2011-10-17 00:00:00
1965;11;2011-10-17 00:00:00;2011-10-17 00:00:00
5208;0;2011-08-31 00:00:00;
5208;11;2011-10-17 00:00:00;2011-10-17 00:00:00
5209;0;2011-08-17 00:00:00;
1958;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5210;0;2011-08-16 00:00:00;
1959;11;2011-10-18 00:00:00;
5211;0;2011-08-10 00:00:00;
5211;11;2011-10-18 00:00:00;
5212;0;2011-08-02 00:00:00;2011-08-02 00:00:00
1966;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5213;0;2011-08-23 00:00:00;2011-08-23 00:00:00
5214;0;2011-08-23 00:00:00;2011-08-23 00:00:00
5215;0;2011-08-30 00:00:00;
5215;12;2011-10-18 00:00:00;
1967;11;2011-10-18 00:00:00;2011-10-18 00:00:00
1968;11;2011-10-18 00:00:00;
5216;0;2011-08-30 00:00:00;
1969;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5216;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5217;0;2011-08-25 00:00:00;2011-08-25 00:00:00
5218;0;2011-08-31 00:00:00;
5218;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5219;0;2011-08-09 00:00:00;
5219;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5220;0;2011-08-29 00:00:00;
5220;11;2011-10-18 00:00:00;2011-10-18 00:00:00
1961;11;2011-10-18 00:00:00;2011-10-18 00:00:00
5221;0;2011-08-23 00:00:00;
5221;11;2011-10-18 00:00:00;
1962;11;2011-10-19 00:00:00;2011-10-19 00:00:00
1783;11;2011-10-19 00:00:00;2011-10-19 00:00:00
1907;11;2011-10-19 00:00:00;
1974;1;2011-10-20 00:00:00;2011-10-20 00:00:00
1836;11;2011-10-20 00:00:00;2011-10-20 00:00:00
5222;0;2011-08-11 00:00:00;2011-08-11 00:00:00
5223;0;2011-08-05 00:00:00;2011-08-05 00:00:00
5224;0;2011-10-20 00:00:00;
5224;12;2011-10-20 00:00:00;
5225;0;2011-10-20 00:00:00;
5225;12;2011-10-20 00:00:00;2011-10-20 00:00:00
1870;11;2011-10-20 00:00:00;
5226;0;2011-08-02 00:00:00;2011-08-02 00:00:00
1896;11;2011-10-21 00:00:00;2011-10-21 00:00:00
5227;0;2011-08-18 00:00:00;
5227;8;2011-10-21 00:00:00;
1668;3;2011-10-21 00:00:00;2011-10-21 00:00:00
1936;11;2011-10-21 00:00:00;
5228;0;2011-10-21 00:00:00;
5228;2;2011-10-24 00:00:00;2011-10-24 00:00:00
1933;12;2011-10-24 00:00:00;2011-10-24 00:00:00
5229;0;2011-10-24 00:00:00;
5229;2;2011-10-24 00:00:00;
1552;12;2011-10-24 00:00:00;2011-10-24 00:00:00
5230;0;2011-10-24 00:00:00;2011-10-24 00:00:00
5231;0;2011-07-28 00:00:00;
5231;11;2011-10-24 00:00:00;
1590;11;2011-10-24 00:00:00;2011-10-24 00:00:00
1638;11;2011-10-25 00:00:00;2011-10-25 00:00:00
1921;11;2011-10-25 00:00:00;
1897;11;2011-10-25 00:00:00;
1674;11;2011-10-25 00:00:00;2011-10-25 00:00:00
1676;11;2011-10-25 00:00:00;
1680;11;2011-10-25 00:00:00;2011-10-25 00:00:00
5232;0;2011-10-25 00:00:00;
5232;15;2011-10-26 00:00:00;
1711;11;2011-10-26 00:00:00;
1894;11;2011-10-26 00:00:00;
5233;0;2011-07-21 00:00:00;
5233;12;2011-10-26 00:00:00;2011-10-26 00:00:00
1989;10;2011-10-26 00:00:00;
5234;0;2011-07-23 00:00:00;
5235;0;2011-10-26 00:00:00;
5235;12;2011-10-27 00:00:00;2011-10-27 00:00:00
5236;0;2011-10-27 00:00:00;
5236;12;2011-10-31 00:00:00;2011-10-31 00:00:00
1942;12;2011-10-31 00:00:00;2011-10-31 00:00:00
1906;11;2011-10-31 00:00:00;2011-10-31 00:00:00
5237;0;2011-10-31 00:00:00;
5237;12;2011-11-01 00:00:00;2011-11-01 00:00:00
1763;11;2011-11-01 00:00:00;2011-11-01 00:00:00
1809;11;2011-11-01 00:00:00;
1812;11;2011-11-01 00:00:00;
1816;11;2011-11-01 00:00:00;2011-11-01 00:00:00
1817;11;2011-11-01 00:00:00;2011-11-01 00:00:00
1911;11;2011-11-01 00:00:00;
1861;11;2011-11-01 00:00:00;
1943;2;2011-11-01 00:00:00;
1912;11;2011-11-01 00:00:00;2011-11-01 00:00:00
5238;0;2011-11-02 00:00:00;2011-11-02 00:00:00
1580;12;2011-11-02 00:00:00;2011-11-02 00:00:00
1583;8;2011-11-02 00:00:00;
5239;0;2011-10-26 00:00:00;
5239;2;2011-11-02 00:00:00;
5239;2;2011-11-02 00:00:00;2011-11-02 00:00:00
5240;0;2011-11-03 00:00:00;
5240;2;2011-11-03 00:00:00;2011-11-03 00:00:00
1913;11;2011-11-03 00:00:00;2011-11-03 00:00:00
4116;10;2011-11-03 00:00:00;
1900;11;2011-11-03 00:00:00;2011-11-03 00:00:00
1644;11;2011-11-03 00:00:00;2011-11-03 00:00:00
1645;11;2011-11-04 00:00:00;2011-11-04 00:00:00
1646;11;2011-11-04 00:00:00;2011-11-04 00:00:00
1682;11;2011-11-04 00:00:00;2011-11-04 00:00:00
1917;8;2011-11-04 00:00:00;
1698;8;2011-11-04 00:00:00;
1725;11;2011-11-04 00:00:00;2011-11-04 00:00:00
5241;0;2011-11-04 00:00:00;
5241;10;2011-11-04 00:00:00;2011-11-04 00:00:00
1728;11;2011-11-09 00:00:00;2011-11-09 00:00:00
1743;11;2011-11-09 00:00:00;
1905;11;2011-11-09 00:00:00;2011-11-09 00:00:00
1750;11;2011-11-09 00:00:00;2011-11-09 00:00:00
5242;0;2011-11-09 00:00:00;
5242;12;2011-11-09 00:00:00;
1753;8;2011-11-09 00:00:00;
1837;11;2011-11-10 00:00:00;2011-11-10 00:00:00
1893;11;2011-11-10 00:00:00;2011-11-10 00:00:00
1872;2;2011-11-10 00:00:00;2011-11-10 00:00:00
5243;0;2011-11-08 00:00:00;
5243;12;2011-11-10 00:00:00;2011-11-10 00:00:00
1976;11;2011-11-10 00:00:00;
1976;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5244;0;2011-10-10 00:00:00;
5244;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5245;0;2011-10-03 00:00:00;
5245;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5246;0;2011-10-04 00:00:00;
5246;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5247;0;2011-10-05 00:00:00;
5247;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5248;0;2011-10-06 00:00:00;
5248;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5249;0;2011-10-07 00:00:00;
5249;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5250;0;2011-10-11 00:00:00;
5250;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5251;0;2011-10-26 00:00:00;
5251;11;2011-11-10 00:00:00;
2003;11;2011-11-10 00:00:00;
1851;11;2011-11-10 00:00:00;2011-11-10 00:00:00
1858;11;2011-11-10 00:00:00;2011-11-10 00:00:00
1871;11;2011-11-10 00:00:00;2011-11-10 00:00:00
5252;0;2011-10-14 00:00:00;
5252;11;2011-11-10 00:00:00;2011-11-10 00:00:00
1589;12;2011-11-10 00:00:00;2011-11-10 00:00:00
1519;0;2011-11-11 00:00:00;2011-11-11 00:00:00
1613;11;2011-11-11 00:00:00;2011-11-11 00:00:00
1620;8;2011-11-11 00:00:00;
1628;8;2011-11-11 00:00:00;
1651;11;2011-11-11 00:00:00;2011-11-11 00:00:00
1661;8;2011-11-11 00:00:00;2011-11-11 00:00:00
1663;11;2011-11-11 00:00:00;
1667;11;2011-11-11 00:00:00;
1671;11;2011-11-11 00:00:00;2011-11-11 00:00:00
1673;11;2011-11-11 00:00:00;2011-11-11 00:00:00
1679;11;2011-11-11 00:00:00;2011-11-11 00:00:00
1684;11;2011-11-11 00:00:00;2011-11-11 00:00:00
1690;8;2011-11-11 00:00:00;
1692;11;2011-11-11 00:00:00;2011-11-11 00:00:00
5253;0;2011-11-11 00:00:00;
5253;12;2011-11-14 00:00:00;2011-11-14 00:00:00
1697;11;2011-11-14 00:00:00;
1700;11;2011-11-14 00:00:00;2011-11-14 00:00:00
1703;11;2011-11-14 00:00:00;2011-11-14 00:00:00
1704;11;2011-11-14 00:00:00;
5254;0;2011-05-05 00:00:00;
1715;11;2011-11-14 00:00:00;2011-11-14 00:00:00
1722;11;2011-11-14 00:00:00;
1727;11;2011-11-14 00:00:00;2011-11-14 00:00:00
1734;11;2011-11-14 00:00:00;2011-11-14 00:00:00
1741;11;2011-11-14 00:00:00;2011-11-14 00:00:00
5255;0;2011-05-27 00:00:00;
5255;12;2011-11-14 00:00:00;2011-11-14 00:00:00
1756;11;2011-11-14 00:00:00;2011-11-14 00:00:00
1772;8;2011-11-14 00:00:00;
1777;11;2011-11-14 00:00:00;
