"cli_pro_id";"producto";"clien";"prod_name";"consumo_pro";"u_ventas";"epoca";"ser_reque";"prov_act"
1662;1;5561;2;10000;0;1;1;35
1663;2;5561;59;0;0;1;1;21
1664;2;5561;14;0;0;1;1;54
1665;4;5561;9;0;0;1;1;3
1666;1;5254;2;20000;0;5;1;30
1669;2;6283;24;0;0;1;1;1
1670;1;6284;2;2000;0;1;1;51
1674;2;6295;59;0;0;1;1;1
1675;2;4307;59;0;0;1;1;1
1676;1;6003;2;20000;0;4;1;55
1677;2;6003;59;0;0;4;1;9
1678;4;6003;9;0;0;4;1;3
1679;5;6066;37;50;0;4;1;3
1681;2;6137;12;2500;0;1;1;3
1682;2;6137;13;2000;0;1;1;9
1683;2;6137;40;800;0;1;1;28
1684;2;6137;19;1200;0;1;1;9
1685;1;6089;2;1000;0;4;1;3
1686;2;6089;4;0;0;1;1;36
1687;2;6089;45;0;0;1;1;36
1688;2;6089;46;0;0;1;1;36
1689;4;6089;9;0;0;1;1;5
1690;1;5978;2;0;0;4;1;3
1691;2;5978;4;0;0;1;1;17
1692;2;5978;45;820;4;1;1;3
1693;5;5978;9;0;0;1;1;50
1694;1;6128;2;1000;0;4;1;3
1695;2;6128;4;0;0;1;1;36
1696;2;6128;46;0;0;1;1;36
1697;4;6128;9;0;0;1;1;5
1698;2;6094;14;8610;0;1;1;3
1699;2;5999;30;2000;0;1;1;3
1700;2;5999;31;0;7;1;1;3
1701;2;6141;35;205;1;1;1;3
1702;2;6141;12;40;2;1;1;3
1703;2;6141;1;24;1;1;1;3
1704;2;6139;15;20;1;1;1;3
1705;3;6139;6;0;0;1;1;3
1706;4;6139;9;0;0;1;1;3
1707;2;6142;35;205;1;1;1;3
1708;2;6112;12;20;1;1;1;3
1709;2;6112;24;20;1;1;1;3
1710;2;6112;51;20;1;1;1;3
1711;2;6112;45;20;1;1;1;3
1712;2;6112;20;20;1;1;1;3
1713;2;6112;46;18;1;1;1;3
1714;2;6102;24;1000;0;1;1;3
1715;2;6102;45;600;0;1;1;3
1716;2;6156;30;0;40;1;1;3
1717;2;6079;30;0;10;3;1;3
1718;2;6145;4;40;2;1;1;3
1719;1;6144;2;240;0;3;1;3
1720;1;6143;2;3100;0;4;1;3
1721;1;5994;2;20000;0;1;1;52
1722;2;5994;12;1025;5;1;1;3
1723;2;5994;46;180;1;1;1;3
1724;1;6058;2;55500;0;1;1;8
1725;1;6058;2;4500;0;1;1;3
1726;2;6058;59;0;0;1;1;6
1727;3;6058;59;0;0;1;1;6
1728;4;6058;59;0;0;1;1;6
1729;2;6083;45;410;2;1;1;3
1730;2;6083;46;54;3;1;1;3
1731;2;6095;12;205;1;1;1;3
1732;2;6095;28;205;1;1;1;3
1733;2;6095;50;205;1;1;1;3
1734;2;6095;1;24;1;1;1;3
1735;2;6095;46;24;1;1;1;3
1736;2;6095;15;20;1;1;1;3
1737;1;6147;2;50000;0;1;1;48
1738;2;6147;12;2000;0;1;1;48
1739;2;6147;45;2000;0;1;1;48
1740;2;6147;46;180;0;1;1;48
1741;2;6146;12;200;10;1;1;3
1742;2;6146;45;40;2;1;1;3
1743;1;6080;2;30000;0;1;1;57
1744;2;6080;12;600;0;1;1;3
1745;2;6080;45;600;0;1;1;3
1746;2;6080;46;60;0;1;1;3
1747;2;6052;36;100;0;1;1;3
1748;1;4704;2;30000;0;1;1;1
1749;2;5793;1;0;15;1;1;3
1750;2;5793;20;0;10;1;1;3
1751;1;6151;2;1000;0;4;1;3
1752;2;5936;12;615;3;1;1;3
1753;2;5936;45;820;4;1;1;3
1754;2;5936;38;410;2;1;1;3
1755;2;5936;46;410;2;1;1;3
1756;1;6152;2;20000;0;4;1;17
1757;1;6152;2;20000;0;4;1;3
1758;1;6152;2;20000;0;4;1;16
1759;2;6152;59;0;0;4;1;21
1760;2;6152;14;0;0;4;1;6
1761;3;6152;59;0;0;4;1;6
1762;2;6008;2;2500;0;1;1;4
1763;2;6008;2;2500;0;1;1;3
1764;2;6008;12;0;0;1;1;10
1765;2;5977;44;410;2;1;1;3
1766;1;5898;2;0;0;1;1;10
1767;2;5898;12;615;3;1;1;3
1768;2;5898;45;615;3;1;1;3
1769;2;5898;46;80;4;1;1;3
1770;1;6153;2;2000;0;1;1;3
1771;2;5774;1;120;0;5;1;3
1774;2;5774;45;0;0;5;1;9
1775;2;5774;25;60;0;5;1;58
1776;2;5774;26;60;0;5;1;58
1777;2;5774;12;100;0;5;1;51
1778;2;5774;46;50;0;5;1;51
1779;2;5774;53;50;0;5;1;51
1780;1;6154;2;8000;0;1;1;3
1781;1;6098;2;9000;0;4;1;21
1782;1;6098;2;9000;0;4;1;3
1783;2;6098;5;20000;0;4;1;3
1784;2;6098;38;10000;0;4;1;3
1785;2;6098;46;10000;0;4;1;3
1786;2;6004;14;3000;15;1;1;3
1787;2;6155;13;24000;12;1;1;3
1788;2;6155;29;24000;12;1;1;3
1789;2;6155;30;6000;60;1;1;3
1790;2;5840;30;12000;24;1;1;3
1791;2;6122;12;6800;33;1;1;3
1792;2;6158;60;205;1;1;1;3
1793;3;6158;6;360;18;1;1;3
1794;1;6116;2;30000;0;1;1;59
1795;2;6116;12;615;3;1;1;3
1796;2;6116;46;40;2;1;1;3
1797;1;5972;2;80000;0;1;1;8
1798;2;5972;59;0;0;1;1;21
1799;2;5972;11;0;0;1;1;21
1800;4;5972;59;0;0;1;1;6
1801;3;5972;59;0;0;1;1;6
1802;2;6356;59;0;0;1;1;1
1803;1;5709;2;0;0;4;1;60
1804;1;5231;2;0;0;4;1;10
1805;2;5231;11;0;0;4;1;3
1806;2;5231;14;0;0;4;1;3
1807;4;5231;59;0;0;4;1;3
1808;3;5231;59;0;0;4;1;51
1809;1;5676;2;0;0;4;1;27
1810;2;5676;59;0;0;4;1;11
1811;4;5676;9;0;0;4;1;44
1812;3;5676;10;0;0;4;1;44
1813;1;5447;2;0;0;1;1;10
1814;2;3989;12;800;0;1;1;1
1815;2;3989;24;80;0;1;1;3
1816;2;3989;15;200;0;1;1;3
1817;2;3989;5;200;10;1;1;3
1818;2;3989;25;100;0;1;1;3
1819;2;3989;46;144;8;1;1;3
1820;2;3993;12;205;1;1;1;9
1821;2;3993;12;205;1;1;1;3
1822;2;3993;15;205;1;1;1;9
1823;2;3993;5;205;1;1;1;9
1824;2;3993;1;800;0;1;1;3
1825;2;3993;46;54;0;1;1;9
1826;1;3973;2;20000;0;1;1;3
1827;1;3973;2;20000;0;1;1;10
1828;2;3973;12;200;10;1;1;3
1829;2;3973;46;54;3;1;1;3
1830;1;5945;2;0;0;4;1;33
1831;2;5945;12;0;0;1;1;61
1832;2;5945;24;0;0;1;1;62
1833;4;5945;9;0;0;4;1;63
1834;4;5945;33;0;0;4;1;6
1835;3;5945;10;0;0;4;1;45
1836;2;4004;61;1000;0;1;1;3
1837;2;4004;62;300;0;1;1;3
1838;2;5991;61;600;0;1;1;3
1839;2;5991;62;200;0;1;1;3
1840;2;5991;11;36;0;1;1;3
1841;1;4107;2;24000;0;1;1;64
1842;2;4107;45;2;0;1;1;64
1843;2;4107;45;2;0;1;1;3
1844;2;4107;50;1;0;1;1;3
1845;2;4107;50;1;0;1;1;64
1846;2;4107;46;0;0;1;1;3
1847;2;4042;12;205;1;1;1;3
1848;1;4042;2;0;0;1;1;10
1849;2;4042;29;600;3;1;1;3
1850;1;6140;2;250000;0;4;1;36
1851;1;6140;2;250000;0;4;1;3
1852;1;6136;2;12000;0;1;1;3
1853;1;6136;2;0;0;1;1;1
1854;1;6136;2;0;0;1;1;35
1855;2;5905;61;600;0;1;1;3
1856;2;5905;61;0;0;1;1;9
1857;2;5905;62;0;0;1;1;3
1858;2;5905;59;1600;0;1;1;3
1859;2;5905;11;400;0;1;1;3
1860;1;6067;2;120068;0;1;1;3
1862;2;6096;61;24;3;1;1;3
1863;2;6096;28;205;1;1;1;3
1864;2;5207;61;0;0;1;1;1
1865;4;5207;59;0;0;1;1;2
1866;1;5643;2;3000;0;5;1;8
1867;2;5643;12;410;2;1;1;3
1868;2;5643;45;40;2;1;1;3
1869;2;5643;15;20;1;1;1;3
1870;2;5643;46;20;1;1;1;3
1871;1;5558;2;9590;0;4;1;3
1872;2;5558;12;0;0;1;1;1
1873;2;5558;5;0;0;1;1;1
1874;2;5558;15;0;0;1;1;1
1875;2;5288;61;500;0;4;1;3
1876;2;5288;62;300;0;4;1;3
1877;2;5288;11;200;0;4;1;3
1878;2;5745;12;200;0;1;1;3
1879;2;5745;12;200;0;1;1;42
1880;2;5745;35;410;2;1;1;3
1881;2;5745;29;410;2;1;1;3
1882;2;6075;29;410;0;1;1;3
1883;2;5681;24;410;2;1;1;3
1884;2;5681;20;40;2;1;1;3
1885;2;5681;49;60;3;1;1;3
1886;2;5681;46;36;2;1;1;3
1887;2;3773;12;410;2;1;1;3
1888;2;3773;45;410;2;1;1;3
1889;2;3773;46;36;2;1;1;3
1890;2;5691;12;410;2;1;1;3
1891;2;5691;12;0;0;1;1;9
1892;2;5691;45;410;2;1;1;3
1893;2;5691;8;200;0;1;1;3
1894;2;5691;13;410;0;1;1;3
1895;2;5691;29;700;0;1;1;3
1896;2;5691;46;100;0;1;1;3
1897;2;4245;12;205;0;4;1;3
1898;2;4245;15;80;0;1;1;3
1899;2;4245;46;18;0;1;1;3
1900;2;4787;61;500;0;1;1;3
1901;2;4787;61;500;0;1;1;9
1902;2;4787;62;200;0;1;1;3
1903;2;4787;59;400;0;1;1;3
1904;1;1610;2;0;0;1;1;30
1905;2;1610;24;5330;0;1;1;3
1906;2;1610;12;3690;0;1;1;3
1907;2;1610;52;410;2;1;1;3
1908;2;1610;55;205;1;1;1;3
1909;2;1610;46;0;0;1;1;21
1910;1;5030;2;30000;0;1;1;65
1911;2;5030;12;1230;6;1;1;3
1912;2;5030;55;40;2;1;1;3
1913;2;5030;49;0;0;1;1;9
1914;2;5030;45;0;0;1;1;9
1915;2;4602;50;1230;6;1;1;3
1916;1;5301;2;1000;0;4;1;3
1917;1;5301;2;0;0;4;1;1
1918;4;5301;9;0;0;1;1;1
1919;4;5301;33;0;0;1;1;34
1920;3;5987;6;1000;50;4;1;3
1923;3;5987;59;0;0;4;1;66
1924;4;5987;59;0;0;4;1;66
1925;2;5987;59;0;0;4;1;8
1926;1;5987;59;0;0;4;1;8
1927;2;5596;12;0;0;1;1;9
1928;2;5596;45;0;0;1;1;9
1929;2;5596;15;0;0;1;1;9
1930;2;5596;46;0;0;1;1;9
1931;1;6200;2;0;0;4;1;1
1932;2;6200;12;20;1;1;1;3
1933;2;6200;59;0;0;1;1;1
1934;2;6200;45;0;0;1;1;1
1935;2;6200;15;0;0;1;1;1
1936;2;6200;46;0;0;1;1;1
1937;4;6200;59;0;0;1;1;1
1938;2;6332;19;0;100;1;1;1
1940;1;6377;2;30000;0;5;1;67
1941;2;6377;12;400;0;5;1;1
1942;2;6377;24;4000;0;5;1;1
1943;2;6389;19;0;3;1;1;3
1944;2;6389;59;0;3;1;1;9
1945;2;6388;32;0;19;1;1;3
1947;2;6386;32;240;0;1;1;3
1948;1;6383;2;30;0;1;1;3
1950;2;6382;7;180;0;1;1;9
1952;2;1598;7;0;1;1;1;3
1953;2;6100;12;205;1;1;1;3
1954;2;6100;20;20;1;1;1;3
1955;2;6100;49;20;2;1;1;3
1956;2;6100;46;18;1;1;1;3
1957;2;5416;24;205;1;1;1;3
1958;2;5416;45;205;1;1;1;3
1959;2;5416;49;40;2;1;1;3
1960;2;5416;46;18;1;1;1;3
1961;1;5416;2;5000;0;4;1;3
1962;2;5939;12;40;2;4;1;3
1963;2;5939;53;18;1;4;1;3
1964;2;5939;45;20;1;4;1;3
1965;1;5897;2;5000;0;1;1;51
1966;2;5897;24;205;1;1;1;3
1967;2;5897;46;18;1;1;1;3
1968;2;5266;12;205;1;1;1;3
1969;2;5266;45;300;15;1;1;3
1970;2;5266;46;18;1;1;1;3
1971;2;5266;63;15580;76;1;1;3
1972;2;5266;64;7790;38;1;1;3
1973;4;5266;9;4820;964;1;1;3
1974;3;5266;6;1500;75;1;1;3
1975;2;3643;49;120;6;1;1;3
1976;2;6025;40;240;0;1;1;3
1977;2;6025;40;0;0;1;1;38
1978;2;6025;12;20;0;1;1;3
1979;2;6025;49;40;2;1;1;9
1980;2;6025;15;20;1;1;1;51
1981;2;6025;46;0;1;1;1;51
1982;2;6025;53;0;0;1;1;51
1983;2;5951;1;240;0;1;1;3
1984;2;5951;12;200;0;1;1;9
1985;2;5951;65;40;0;1;1;28
1986;2;5951;66;40;0;1;1;28
1987;2;5951;46;18;1;1;1;28
1988;1;4534;2;136995;0;1;1;3
1989;4;4534;9;14000;280;1;1;3
1990;4;4534;33;2165;0;1;1;3
1991;3;4534;6;500;25;1;1;3
1992;1;4829;2;80000;0;1;1;3
1993;2;4829;12;205;1;1;1;3
1994;2;4829;11;18;1;1;1;3
1995;1;5172;2;30000;0;1;1;3
1996;2;5172;12;410;2;1;1;3
1997;2;5172;11;36;2;1;1;3
1998;4;5172;9;0;0;1;1;6
1999;4;5172;34;0;0;1;1;6
2000;2;6101;1;1500;0;4;1;3
2001;1;4326;2;60000;0;1;1;3
2002;2;4326;59;0;0;1;1;42
2003;2;5604;29;0;0;1;1;9
2004;2;5604;4;400;0;4;1;3
2005;2;5638;44;400;0;1;1;3
2006;2;6041;4;100;0;1;1;3
2007;2;6041;5;100;0;1;1;68
2008;2;6041;29;600;0;1;1;3
2009;2;6041;13;600;0;1;1;68
2010;1;5368;2;60000;0;1;1;3
2011;2;6041;7;36;0;4;1;3
2012;2;5368;24;1640;8;1;1;3
2013;2;5368;66;410;2;1;1;3
2014;2;3962;4;205;0;4;1;3
2016;2;5368;11;18;1;1;1;3
2017;2;3962;20;20;0;4;1;3
2018;2;3962;8;60;0;4;1;3
2019;2;3962;7;18;0;4;1;3
2020;2;5892;4;100;0;4;1;3
2021;2;5892;5;40;0;4;1;3
2022;2;5892;20;20;0;4;1;3
2023;1;6105;3;200;0;4;1;3
2024;1;4870;2;0;0;4;1;8
2025;2;4870;4;0;0;4;1;3
2026;2;4870;5;0;0;4;1;3
2027;2;4870;15;0;0;4;1;3
2029;2;5491;12;300;3;1;1;3
2030;2;4870;7;0;0;4;1;3
2031;2;5491;12;300;3;1;1;42
2032;2;5491;65;40;2;1;1;3
2033;2;5491;66;40;2;1;1;3
2034;4;4870;33;0;0;4;1;38
2035;2;5491;45;820;4;1;1;3
2036;3;4870;10;0;0;4;1;69
2037;2;5491;45;0;0;1;1;42
2038;2;5491;46;180;10;1;1;3
2039;1;4944;2;30000;0;1;1;10
2040;2;4944;27;6150;0;4;1;3
2041;2;3733;17;1025;5;1;1;3
2042;2;4944;27;6150;0;4;1;3
2043;1;6121;2;35000;0;1;1;49
2044;2;6121;59;3000;0;1;1;9
2045;2;6121;8;0;0;4;1;9
2046;2;3732;12;1025;5;1;1;3
2047;2;6121;55;0;0;4;1;9
2048;2;3732;24;205;1;1;1;3
2049;2;6121;7;0;0;4;1;9
2050;2;3732;45;1640;8;1;1;3
2051;1;5706;2;0;0;4;1;22
2052;2;3732;11;0;0;1;1;3
2053;1;5706;3;0;0;4;1;22
2054;3;3732;6;0;0;1;1;3
2055;2;5706;1;0;0;1;1;3
2057;2;5706;5;0;0;1;1;3
2058;2;5706;16;0;0;4;1;3
2059;1;4396;2;0;0;1;1;8
2060;1;4600;2;40000;0;1;1;33
2061;2;4396;4;0;0;4;1;8
2062;2;4600;24;615;3;1;1;3
2063;2;4396;5;0;0;1;1;8
2064;2;4600;49;410;2;1;1;3
2065;2;4396;15;0;0;1;1;8
2066;2;4600;55;205;1;1;1;3
2067;1;5757;2;150000;0;1;1;10
2068;2;4600;48;60;3;1;1;3
2069;2;4600;46;360;2;1;1;3
2070;2;5757;4;0;0;1;1;70
2071;4;4600;9;0;380;1;1;3
2072;2;5757;5;0;0;1;1;70
2073;3;4600;6;220;11;1;1;3
2074;1;1985;2;200000;0;1;1;71
2075;2;1985;4;2000;0;1;1;71
2076;4;1985;9;70000;0;1;1;50
2077;3;1985;67;2000;0;4;1;12
2078;2;4880;45;1025;5;1;1;3
2079;2;4880;43;100;5;1;1;3
2080;1;4683;2;0;0;4;1;8
2081;2;4880;68;410;2;1;1;3
2082;1;5323;2;80000;0;1;1;41
2083;1;4736;2;300000;0;1;1;3
2084;2;5323;24;820;4;1;1;3
2085;2;5323;49;205;1;1;1;3
2086;2;4736;61;0;0;1;1;42
2087;2;5323;46;80;8;1;1;3
2088;3;4736;59;0;0;4;1;72
2089;2;5324;12;2000;100;1;1;3
2090;2;5324;24;1000;50;1;1;3
2091;2;5324;49;400;20;1;1;3
2092;1;6060;2;20000;0;1;1;3
2093;1;6060;2;20000;0;1;1;35
2094;2;6060;12;1000;0;1;1;3
2095;2;6060;45;610;0;1;1;3
2096;2;6060;49;410;0;1;1;3
2097;2;6060;20;205;1;1;1;3
2098;2;6060;46;180;1;1;1;3
2099;1;4354;2;300000;0;1;1;3
2100;2;4354;61;0;0;1;1;42
2101;3;4354;59;0;0;1;1;72
2102;2;5360;12;0;0;4;1;3
2103;2;5360;45;0;0;4;1;3
2104;2;5360;49;0;0;4;1;3
2105;1;4412;2;12000;0;4;1;3
2106;2;4412;59;12000;0;1;1;42
2107;1;6119;2;12000;0;4;1;3
2108;2;6119;59;0;0;4;1;42
2109;1;6113;2;0;0;1;1;10
2110;2;6113;27;0;0;4;1;3
2111;3;6113;10;0;0;4;1;34
2112;1;1844;2;0;0;1;1;10
2113;1;5692;2;0;0;1;1;4
2114;2;5692;61;0;0;1;1;73
2115;4;5692;59;0;0;1;1;1
2116;3;5692;6;0;0;1;1;3
2117;1;3685;2;0;0;4;1;1
2118;2;3685;61;0;0;1;1;1
2119;1;1937;2;0;0;4;1;1
2120;4;1937;59;0;0;4;1;12
2121;1;6115;2;0;0;1;1;3
2122;2;6115;61;0;0;4;1;3
2123;1;5696;2;0;0;1;1;52
2124;2;5696;24;0;0;1;1;1
2125;1;4464;2;0;0;1;1;22
2127;2;4464;61;0;0;1;1;3
2128;2;5696;51;0;0;1;1;52
2129;1;4043;2;0;0;1;1;74
2130;2;4043;61;0;0;1;1;3
2131;4;5696;33;0;0;1;1;1
2132;4;5696;33;0;0;1;1;12
2133;2;3906;61;0;0;1;1;3
2134;1;3834;2;0;0;1;1;75
2135;1;3834;3;0;0;1;1;75
2136;2;3834;61;0;0;1;1;3
2137;1;5344;2;0;0;1;1;3
2138;2;5344;61;0;0;4;1;3
2139;1;3833;2;0;0;4;1;3
2140;2;3833;61;0;0;4;1;1
2141;1;1885;2;0;0;4;1;21
2142;2;1885;59;0;0;4;1;9
2143;2;5804;19;5000;0;1;1;3
2144;4;1885;33;0;0;4;1;12
2145;2;5463;61;0;0;1;1;36
2146;2;6036;61;0;0;1;1;3
2147;2;4370;61;0;0;1;1;3
2148;2;5307;61;0;0;4;1;3
2149;2;5490;59;0;0;1;1;42
2150;2;5128;24;400;0;1;1;3
2151;2;5128;20;40;0;1;1;3
2152;2;5128;49;60;0;1;1;3
2153;2;5128;46;36;0;1;1;3
2154;1;4109;2;0;0;1;1;35
2155;1;4109;2;0;0;1;1;30
2156;2;4109;24;0;0;1;1;3
2157;2;4109;45;0;0;1;1;3
2158;2;5398;12;0;0;4;1;3
2159;2;5398;1;0;0;4;1;3
2160;2;5398;25;0;0;4;1;3
2161;1;6111;2;3000;0;1;1;51
2164;2;6111;13;0;0;1;1;51
2165;2;6111;12;0;0;1;1;51
2166;2;6111;29;0;0;1;1;51
2167;2;6111;36;0;0;1;1;51
2168;2;6111;1;0;0;1;1;51
2169;2;6111;46;0;0;1;1;51
2170;2;6111;53;0;0;1;1;51
2171;1;6114;2;10000;0;1;1;76
2173;2;6114;24;205;1;1;1;3
2174;2;6114;49;20;1;1;1;3
2175;2;6114;46;20;1;1;1;3
2176;1;5735;2;0;0;1;1;52
2177;2;5735;24;2050;10;1;1;3
2178;2;5735;24;0;0;1;1;21
2179;2;5735;49;205;1;1;1;3
2180;2;5735;49;0;0;1;1;21
2181;1;6390;32;0;0;1;1;22
2182;2;6390;4;0;0;1;1;3
2183;2;5735;52;205;1;1;1;3
2184;2;6390;5;0;0;1;1;3
2185;2;5735;46;20;1;1;1;3
2186;2;6390;7;0;0;1;1;3
2187;2;5980;1;0;90;1;1;51
2188;2;5980;25;0;40;1;1;51
2189;2;5980;26;0;20;1;1;51
2190;2;5980;12;200;0;1;1;51
2191;2;5720;1;0;30;1;1;3
2192;2;5720;25;0;10;1;1;3
2193;2;5720;12;200;0;1;1;9
2194;2;5720;13;400;0;1;1;9
2195;2;5720;11;100;0;1;1;3
2196;2;6391;13;0;0;5;1;3
2197;2;5129;12;300;0;1;1;3
2198;2;5129;59;300;0;1;1;9
2199;2;5129;46;18;0;1;1;3
2200;1;6087;2;10000;0;1;1;3
2201;1;6087;2;0;0;1;1;21
2202;2;6087;24;300;0;1;1;3
2203;2;6087;45;200;0;1;1;21
2204;2;6087;46;18;0;1;1;3
2205;2;6326;19;200;0;5;1;53
2206;2;6318;1;24;0;5;1;77
2207;2;6318;25;24;0;5;1;77
2208;2;6318;26;24;0;5;1;77
2209;2;6335;4;0;2;5;1;3
2210;2;6335;15;0;1;5;1;3
2211;2;6335;19;0;2;5;1;3
2212;2;5747;1;60;0;1;1;3
2213;2;6335;8;0;1;5;1;3
2214;2;6335;25;0;2;5;1;3
2215;2;6335;26;0;2;5;1;3
2216;1;5568;2;0;0;1;1;78
2217;2;5568;59;0;0;1;1;79
2219;1;6324;2;0;0;4;1;80
2220;1;6323;2;0;0;4;1;3
2222;1;6322;2;0;0;4;1;3
2223;2;6320;61;12000;0;1;1;9
2224;2;6320;13;6000;0;1;1;9
2225;2;6319;4;2000;0;1;1;9
2226;2;6319;13;3000;0;1;1;9
2227;2;6333;1;36;0;5;1;3
2228;2;6333;25;36;0;5;1;3
2229;2;6333;12;36;0;5;1;3
2230;2;6333;24;36;0;5;1;3
2231;2;6333;48;36;0;5;1;3
2232;1;6315;2;3000;0;5;1;3
2233;3;6315;67;500;0;3;1;3
2235;2;6314;61;410;0;5;1;3
2236;1;1782;2;30000;0;4;1;3
2237;2;6313;17;205;0;5;1;3
2238;1;4301;2;10000;0;1;1;59
2239;2;4301;4;800;0;1;1;3
2241;2;4301;28;400;0;1;1;3
2242;2;1729;59;0;0;1;1;9
2243;2;5724;61;0;0;5;1;1
2244;1;5419;2;3000;0;5;1;3
2245;2;5371;4;205;1;5;1;3
2246;2;5371;57;205;1;5;1;3
2247;1;5409;2;0;0;4;1;3
2248;2;5409;4;410;0;1;1;3
2249;2;5409;46;36;0;1;1;3
2250;4;5409;9;87000;0;1;1;3
2251;1;5570;2;5000;0;4;1;3
2252;2;4123;40;300;0;1;1;3
2253;2;5191;4;410;2;1;1;3
2254;2;5191;46;54;3;1;1;3
2255;2;6325;12;400;0;5;1;3
2256;2;6325;15;12;0;5;1;3
2257;2;6325;19;36;0;5;1;3
2258;2;6325;8;12;0;5;1;3
2259;2;6325;25;24;0;5;1;3
2260;2;6325;26;24;0;5;1;3
2261;2;6337;45;205;0;5;1;3
2262;2;2066;50;0;0;5;1;1
2263;2;6317;12;410;2;5;1;3
2264;2;6317;36;605;3;5;1;3
2265;1;6338;2;100000;0;4;1;81
2266;2;6338;4;600;0;1;1;62
2267;2;6316;1;0;0;1;1;3
2268;2;6338;15;200;0;1;1;62
2269;2;6316;25;0;0;1;1;3
2270;2;6316;26;0;0;1;1;3
2271;2;6338;45;400;0;1;1;62
2272;2;6316;12;0;0;1;1;3
2273;2;6316;24;0;0;1;1;3
2274;2;6316;50;0;0;1;1;3
2275;2;6316;20;0;0;1;1;3
2276;2;6316;30;0;0;1;1;3
2277;2;6316;41;0;0;1;1;3
2278;2;6336;4;20;0;5;1;3
2279;2;6316;45;0;0;1;1;3
2280;2;6336;66;20;0;5;1;3
2281;2;6316;46;0;0;1;1;3
2282;2;6334;1;80;0;5;1;3
2283;2;6327;40;1000;53;1;1;1
2284;2;6334;65;205;0;5;1;3
2285;2;6334;20;205;0;5;1;3
2286;2;6328;70;0;0;1;1;21
2287;2;6328;71;0;0;1;1;21
2288;2;5210;45;20;0;5;1;3
2289;2;5210;8;20;0;5;1;3
2290;2;6345;19;12;0;5;1;3
2291;1;1807;2;0;0;4;1;10
2292;2;1807;61;0;0;4;1;1
2293;1;4721;2;20000;0;4;1;1
2294;2;4721;24;200;0;4;1;1
2295;2;4721;49;200;0;4;1;1
2296;2;4721;45;200;0;4;1;1
2297;2;6330;4;2000;0;1;1;35
2298;2;6330;17;1000;0;1;1;35
2299;2;6330;46;1000;0;1;1;35
2300;2;6331;4;0;0;1;1;82
2301;2;6331;17;0;0;1;1;82
2302;2;6331;13;0;0;1;1;82
2303;2;6331;50;0;0;1;1;82
2304;1;6363;2;3000;0;5;1;13
2305;1;6363;3;3000;0;5;1;13
2306;5;5086;37;0;0;1;1;30
2307;1;5268;2;20000;0;1;1;32
2308;2;5268;27;10000;0;1;1;3
2309;1;5741;2;200000;0;1;1;35
2310;2;5741;36;24;0;5;1;3
2311;2;5741;19;24;0;5;1;3
2312;5;6361;37;250;0;1;1;3
2313;2;6360;49;60;0;5;1;3
2314;2;6360;62;0;0;5;1;30
2315;1;2010;72;0;0;4;1;6
2316;2;2010;72;0;0;4;1;6
2317;1;5371;2;0;0;4;1;3
2318;1;5371;2;0;0;4;1;30
2319;2;6358;45;500;0;1;1;3
2320;2;6358;46;180;0;1;1;3
2321;2;6357;45;20;0;5;1;3
2322;2;1743;59;0;0;4;1;35
2323;2;1743;59;0;0;4;1;1
2324;2;5742;59;0;0;4;1;10
2325;2;5742;59;0;0;4;1;45
2326;2;4567;12;600;0;1;1;3
2327;2;4567;24;600;0;1;1;3
2328;2;4567;45;1000;0;1;1;3
2329;2;4567;15;400;0;1;1;3
2331;2;4567;51;500;0;1;1;3
2332;2;4567;46;200;0;1;1;3
2333;1;5180;2;0;0;1;1;10
2334;2;5180;59;0;0;1;1;42
2335;1;5312;2;0;0;1;1;10
2336;2;5312;12;410;2;1;1;3
2337;2;5312;46;36;2;1;1;3
2338;4;5312;9;200;4;1;1;3
2339;3;5312;59;0;0;1;1;51
2340;1;6370;2;4000;0;5;1;83
2341;2;6370;45;0;0;1;1;83
2342;2;6370;15;0;0;1;1;83
2343;4;6370;59;0;0;1;1;84
2344;3;6370;59;0;0;1;1;84
2345;2;6355;14;4510;0;4;1;3
2347;2;6371;1;0;2;1;1;3
2348;1;1777;32;0;0;4;1;1
2350;2;4879;12;205;1;1;1;3
2351;1;4879;2;0;0;1;1;10
2352;1;6372;3;2500;0;7;1;3
2353;1;6372;3;0;0;7;1;16
2354;1;6372;3;0;0;7;1;55
2355;2;6372;59;0;0;1;1;16
2356;2;6372;59;0;0;1;1;85
2357;1;6354;2;0;0;1;1;61
2358;1;6354;3;0;0;1;1;61
2359;2;6354;59;0;0;1;1;61
2360;2;6373;12;400;0;1;1;3
2361;2;6373;12;0;0;1;1;79
2362;2;6373;13;400;0;1;1;3
2363;2;6373;66;400;0;1;1;3
2364;2;6373;46;36;0;1;1;3
2366;1;5317;2;100000;0;1;1;3
2367;1;6021;2;10000;0;1;1;3
2368;1;5148;2;90000;0;1;1;3
2369;1;5148;2;90000;0;1;1;8
2370;2;6021;12;205;0;1;1;3
2371;2;6021;49;40;2;1;1;3
2372;1;1598;2;60000;0;5;1;1
2373;2;6353;40;120;0;5;1;3
2374;1;6346;2;10000;0;5;1;3
2375;2;6382;61;1000;0;1;1;45
2376;2;6382;13;1000;0;1;1;9
2377;1;5904;2;20000;0;4;1;10
2379;1;6383;2;30000;0;1;1;3
2380;2;5904;59;0;0;4;1;1
2381;1;5251;2;0;0;4;1;10
