"cli_pro_id";"producto";"clien";"prod_name";"consumo_pro";"u_ventas";"epoca";"ser_reque";"prov_act"
926;2;4974;14;50000;0;4;1;3
927;1;6195;2;10000;0;1;1;35
928;1;1778;2;30000;0;1;1;32
929;1;4724;2;23000;0;1;1;3
930;1;4007;2;119000;0;1;1;3
931;1;4007;3;2000;0;1;1;3
932;1;5714;2;7000;0;3;1;3
933;2;5004;23;8000;0;3;1;3
934;2;5405;23;11000;0;1;1;3
935;2;5088;23;8000;0;3;1;3
936;2;4636;23;1500;0;3;1;3
937;2;5098;23;6500;0;3;1;3
938;2;5998;23;1500;0;3;1;3
939;5;5998;11;108;0;3;1;3
940;2;5131;1;1300;0;3;1;3
941;2;5131;12;1000;0;3;1;3
942;1;3824;2;20000;0;1;1;3
943;1;4702;2;20000;0;1;1;3
944;1;4706;2;5000;0;1;1;8
945;2;4706;14;6100;0;1;1;3
946;3;4706;6;200;0;1;1;3
947;1;3646;2;5000;0;1;1;36
948;2;3646;14;8000;0;1;1;3
949;2;6196;17;205;0;3;1;3
950;2;6196;5;615;0;3;1;3
951;1;5751;2;36000;0;1;1;10
952;1;6194;2;3000;0;1;1;10
953;2;6194;23;1000;0;1;1;10
954;1;4929;2;40000;0;1;1;3
955;2;4929;12;205;0;1;1;3
956;2;5494;23;7000;0;1;1;30
957;2;5819;12;1600;0;1;1;3
958;2;5819;5;410;0;1;1;3
959;2;4942;1;2800;0;1;1;3
960;1;6197;2;150000;0;4;1;37
961;1;6198;2;150000;0;4;1;37
962;2;3676;24;2000;0;1;1;3
963;5;3676;11;720;0;1;1;3
964;2;3718;12;200;0;1;1;3
965;1;3718;5;200;0;4;1;3
966;2;3802;35;205;0;1;1;3
967;2;3802;29;205;0;1;1;3
968;2;3802;15;205;0;1;1;3
969;2;4392;14;6100;0;1;1;38
970;2;4049;14;10200;0;1;1;3
971;2;4160;12;205;0;1;1;3
972;2;4160;14;16400;0;1;1;3
973;3;4160;6;100;0;1;1;3
974;1;4509;2;26000;0;1;1;3
975;2;4509;12;205;0;1;1;3
976;2;4509;36;410;0;1;1;3
977;2;4509;5;800;0;1;1;3
978;2;4509;14;20000;0;1;1;3
979;2;3868;1;1900;0;1;1;3
980;2;3806;12;410;0;1;1;3
981;2;3806;28;400;0;1;1;3
982;2;3806;1;800;0;1;1;3
983;2;3808;1;800;0;1;1;3
984;2;3808;12;1000;0;1;1;3
985;2;3808;5;840;0;1;1;3
986;5;3808;11;300;0;1;1;3
987;2;4067;12;2500;0;1;1;3
988;1;4067;5;410;0;1;1;3
989;1;4067;20;200;0;1;1;3
990;2;3621;23;6000;0;1;1;3
991;2;3621;4;6000;0;1;1;3
992;2;3621;15;3000;0;1;1;3
993;2;3621;5;2000;0;1;1;3
994;5;3621;11;1000;0;1;1;3
995;2;5903;1;240;0;1;1;3
996;1;4584;2;50000;0;1;1;10
997;2;4584;12;1640;0;1;1;3
998;2;4584;5;800;0;1;1;3
999;5;4584;11;180;0;1;1;3
1000;1;4153;2;40000;0;1;1;1
1001;2;4153;12;615;0;1;1;1
1002;2;4153;5;1200;0;1;1;3
1003;5;4153;11;100;0;1;1;3
1004;5;4034;37;375000;0;1;1;3
1005;2;4034;5;1400;0;1;1;3
1006;2;4051;1;380;0;1;1;3
1007;2;4051;12;400;0;1;1;3
1008;2;4051;23;400;0;1;1;3
1009;2;4051;20;60;0;1;1;3
1010;2;4051;16;40;0;1;1;3
1011;5;4051;11;54;0;1;1;3
1012;2;4157;12;600;0;1;1;3
1013;2;4157;8;120;0;1;1;3
1014;2;4157;5;20;0;1;1;3
1015;5;4157;11;54;0;1;1;3
1016;1;4751;2;5000;0;1;1;10
1017;2;4751;12;300;0;1;1;3
1018;2;4751;5;240;0;1;1;3
1019;2;4751;15;80;0;1;1;3
1020;2;4751;20;40;0;1;1;3
1021;5;4751;11;40;0;1;1;3
1022;2;5169;27;20000;0;1;1;3
1023;1;5752;2;2000;0;1;1;10
1024;2;5752;29;40;0;1;1;39
1025;5;5752;11;18;0;1;1;39
1026;4;5752;9;14000;0;1;1;3
1027;3;5752;6;20;0;1;1;3
1028;2;5055;12;2460;0;1;1;3
1029;2;5055;5;820;0;1;1;3
1030;2;5055;8;2050;0;1;1;3
1031;5;5055;11;20;0;1;1;3
1032;1;5442;2;50000;0;4;1;3
1033;1;4098;2;100000;0;1;1;32
1034;2;4098;12;2050;0;1;1;26
1035;2;4098;5;1025;0;1;1;26
1036;5;4098;11;360;0;1;1;3
1037;1;3901;2;300000;0;1;1;3
1039;2;3901;12;2050;0;1;1;21
1040;2;3901;38;410;0;1;1;21
1041;2;3901;5;820;0;1;1;3
1042;2;3901;8;820;0;1;1;3
1043;5;3901;11;180;0;1;1;3
1044;2;5101;17;24600;0;1;1;3
1045;2;5101;15;5000;0;1;1;3
1046;2;5101;1;72;0;1;1;3
1047;2;5101;25;144;0;1;1;3
1048;2;5101;26;144;0;1;1;3
1049;2;5101;19;2400;0;1;1;3
1050;2;5101;5;5000;0;1;1;3
1051;2;5622;5;100;0;1;1;3
1052;2;5622;15;100;0;1;1;3
1053;5;5622;11;54;0;1;1;3
1054;1;6199;2;30000;0;1;1;3
1055;2;6199;17;410;0;1;1;3
1056;2;6199;5;410;0;1;1;3
1057;2;6199;24;100;0;1;1;3
1058;2;6199;27;20000;0;1;1;3
1062;2;5099;8;3075;0;1;1;3
1063;2;5099;5;2050;0;1;1;3
1064;2;5099;12;4100;0;1;1;3
1065;2;5099;28;4100;0;1;1;3
1066;2;5099;29;4100;0;1;1;3
1067;5;5099;11;4;0;1;1;3
1068;2;4835;17;2000;0;4;1;3
1070;2;4835;17;2000;0;4;1;3
1071;2;4835;5;2000;0;4;1;3
1072;2;4835;28;2000;0;4;1;3
1073;2;4799;12;205;0;1;1;3
1074;2;4799;12;240;0;1;1;3
1076;2;5921;14;400;0;1;1;41
1077;1;5698;2;5000;0;1;1;3
1078;5;5698;7;80;0;1;1;3
1079;2;4920;5;1600;0;4;1;3
1080;2;4920;5;1600;0;4;1;3
1081;5;4920;7;360;0;4;1;3
1082;1;4997;2;400000;0;1;1;30
1084;2;4997;12;4500;0;1;1;3
1085;2;4997;20;200;0;1;1;3
1086;2;4997;8;400;0;1;1;3
1087;2;3843;12;1200;0;1;1;3
1088;2;3843;5;1600;0;1;1;3
1089;2;3843;1;200;0;1;1;3
1090;2;3843;13;2000;0;1;1;3
1091;2;3843;29;2000;0;1;1;3
1092;1;4921;2;350000;0;1;1;4
1093;2;4921;12;2000;0;1;1;3
1094;2;4921;5;1600;0;1;1;3
1095;2;4921;13;2000;0;1;1;3
1096;2;4921;29;2000;0;1;1;3
1097;1;3653;2;300000;0;1;1;3
1098;1;4202;2;30000;0;1;1;1
1099;2;4202;1;1000;0;1;1;4
1100;2;4202;5;200;0;1;1;4
1101;1;5875;2;8000;0;4;1;3
1102;1;5468;2;1200000;0;4;1;1
1103;2;5468;4;4100;0;1;1;1
1104;2;5468;15;2000;0;1;1;1
1105;1;6001;2;60000;0;1;1;31
1106;2;3870;1;4100;0;1;1;3
1107;2;3918;12;400;0;1;1;3
1108;5;3918;11;72;0;1;1;3
1109;2;5206;12;600;0;1;1;3
1110;5;5206;11;70;0;1;1;3
1111;2;3909;12;600;0;1;1;3
1112;2;3909;16;12;0;1;1;3
1113;5;3909;11;54;0;1;1;3
1114;2;4137;27;16400;0;1;1;3
1115;2;6200;29;600;0;1;1;3
1116;2;6200;5;205;0;1;1;3
1117;5;5723;37;24000;0;1;1;3
1118;2;5947;14;410;0;1;1;3
1119;2;4889;4;800;0;1;1;3
1120;2;4889;17;600;0;1;1;3
1121;2;4889;5;600;0;1;1;3
1122;2;4889;15;400;0;1;1;3
1123;2;4889;38;800;0;1;1;3
1124;5;4889;11;72;0;1;1;3
1125;2;5069;4;800;0;1;1;3
1126;2;5069;29;600;0;1;1;3
1128;2;5069;8;400;0;1;1;3
1129;2;5069;20;60;0;1;1;3
1130;5;5069;11;90;0;1;1;3
1131;2;4320;29;400;0;1;1;3
1132;2;4320;28;400;0;1;1;3
1133;2;4320;20;40;0;1;1;3
1134;2;4320;15;100;0;1;1;3
1136;5;4320;7;36;0;1;1;3
1137;2;4908;4;800;0;1;1;3
1138;2;4908;5;400;0;1;1;3
1139;2;4908;20;100;0;1;1;3
1140;5;4908;11;100;0;1;1;3
1141;2;5003;15;100;0;1;1;3
1142;2;5003;20;615;0;1;1;3
1143;2;5003;5;3000;0;1;1;3
1144;2;5003;4;4000;0;1;1;3
1145;2;5003;36;615;0;1;1;3
1146;5;5003;11;54;0;1;1;3
1147;2;4882;39;24600;0;1;1;3
1149;2;4882;23;1000;0;1;1;42
1150;5;4882;11;20;0;1;1;26
1151;2;5111;4;240;0;1;1;3
1152;2;5111;20;40;0;1;1;3
1153;2;5111;8;40;0;1;1;3
1154;1;3900;2;7000;0;1;1;10
1155;2;3900;15;2000;0;1;1;3
1156;2;3900;5;2000;0;1;1;3
1157;5;3900;11;60;0;1;1;3
1159;2;6201;25;24;0;1;1;3
1160;2;6201;1;24;0;1;1;3
1161;2;6201;26;24;0;1;1;3
1162;2;6201;16;4;0;1;1;3
1163;2;5363;4;1200;0;1;1;1
1164;2;5363;20;205;0;1;1;1
1165;5;5363;11;180;0;1;1;1
1166;2;5378;4;600;0;1;1;3
1167;2;5378;1;800;0;1;1;3
1168;2;5378;5;410;0;1;1;3
1169;2;5378;13;600;0;1;1;3
1170;2;5378;29;600;0;1;1;3
1171;2;4235;4;2050;0;1;1;3
1172;2;4235;5;8200;0;1;1;3
1173;2;4235;21;410;0;1;1;3
1174;2;3866;1;1400;0;1;1;3
1175;2;3866;4;1000;0;1;1;3
1176;2;4927;28;2500;0;1;1;3
1177;2;4927;19;1000;0;1;1;3
1178;2;4927;41;200;0;1;1;3
1179;2;4927;21;800;0;1;1;3
1180;2;4927;29;205;0;1;1;3
1181;5;4927;11;120;0;1;1;3
1182;2;4786;4;400;0;1;1;3
1183;2;4786;29;1000;0;1;1;3
1184;2;4786;15;300;0;1;1;3
1185;2;4786;5;300;0;1;1;3
1186;2;4786;19;300;0;1;1;3
1187;1;6202;2;24000;0;1;1;3
1189;2;6202;5;2500;0;1;1;3
1190;2;6202;4;60;0;1;1;3
1191;2;3943;29;4900;0;1;1;3
1193;2;3943;42;480;0;1;1;3
1194;2;4852;4;400;0;1;1;3
1195;2;4852;5;4100;0;1;1;3
1196;2;4852;28;4100;0;1;1;3
1197;2;5026;4;2000;0;1;1;3
1198;5;5026;11;18;0;1;1;3
1199;2;4499;1;60;0;1;1;3
1200;2;4499;26;80;0;1;1;3
1201;2;4499;8;20;0;1;1;3
1202;2;4499;4;205;0;1;1;3
1203;2;4499;42;20;0;1;1;3
1204;2;4745;15;205;0;1;1;3
1205;2;4745;15;600;0;1;1;3
1206;2;4745;5;400;0;1;1;3
1207;5;4745;11;60;0;1;1;3
1208;2;4928;28;1000;0;1;1;3
1209;2;4928;29;410;0;1;1;3
1210;2;4928;15;205;0;1;1;3
1211;2;3927;4;400;0;1;1;3
1212;5;3927;11;54;0;1;1;3
1213;1;1711;2;100000;0;1;1;32
1214;2;1711;4;1600;0;1;1;32
1215;2;1711;17;410;0;1;1;32
1216;2;1711;5;410;0;1;1;32
1217;2;1711;27;15000;0;6;1;43
1218;4;1711;9;150;0;6;1;43
1219;3;1711;6;12000;0;6;1;43
1220;2;4347;4;600;0;1;1;3
1221;2;4347;5;1600;0;1;1;3
1222;2;4347;8;205;0;1;1;3
1223;5;4347;11;170;0;1;1;3
1224;2;6203;28;205;0;1;1;3
1225;2;6203;29;205;0;1;1;3
1226;2;6203;19;12;0;4;1;3
1227;2;6203;1;24;0;4;1;3
1228;2;5390;1;500;0;1;1;3
1229;2;5390;4;400;0;1;1;3
1230;2;5390;5;200;0;1;1;3
1231;2;5390;20;100;0;1;1;3
1232;2;4815;4;400;0;1;1;3
1233;2;4815;20;40;0;1;1;3
1234;2;4815;8;100;0;1;1;3
1235;2;5170;4;205;0;1;1;3
1236;2;5170;20;20;0;1;1;3
1237;2;5170;8;40;0;1;1;3
1238;2;5689;1;1000;0;1;1;3
1239;2;5689;4;600;0;1;1;3
1240;2;4812;17;205;0;1;1;3
1241;2;4812;5;205;0;1;1;3
1242;5;4812;11;36;0;1;1;3
1243;1;5392;43;205;0;1;1;3
1244;2;5165;1;600;0;1;1;3
1245;2;5165;4;1000;0;1;1;3
1246;2;5165;20;300;0;1;1;3
1247;2;5174;12;205;0;1;1;3
1248;2;5174;8;205;0;1;1;3
1249;2;5174;20;20;0;1;1;3
1250;2;4696;12;205;0;1;1;3
1251;2;4696;20;20;0;1;1;3
1252;2;4696;8;40;0;1;1;3
1253;2;1879;12;400;0;1;1;3
1254;2;1879;5;205;0;1;1;3
1255;2;1879;20;205;0;1;1;3
1256;5;1879;11;36;0;1;1;3
1257;1;6225;2;30000;0;1;1;32
1258;2;6205;19;1500;0;1;1;3
1259;1;6207;2;6000;0;1;1;36
1260;1;6206;2;10000;0;1;1;36
1263;2;5135;17;1200;0;1;1;3
1264;2;5135;1;1200;0;1;1;3
1265;1;6208;2;5000;0;1;1;3
1266;4;6209;9;560;0;1;1;3
1267;4;6212;9;60;0;1;1;3
1268;1;5187;2;20000;0;4;1;19
1269;2;5187;12;410;0;3;1;3
1270;5;5187;11;18;0;3;1;3
1271;5;5187;8;40;0;3;1;3
1272;1;4931;2;10000;0;1;1;10
1273;2;4931;12;410;0;1;1;3
1274;5;4931;11;32;0;1;1;3
1275;1;5968;2;100000;0;4;1;30
1276;2;5968;29;410;0;1;1;3
1277;2;5237;26;240;0;1;1;3
1278;2;5237;25;72;0;1;1;3
1279;2;5237;1;120;0;1;1;3
1280;2;5235;28;800;0;1;1;3
1281;2;1619;15;400;0;1;1;3
1282;2;1619;15;400;0;1;1;3
1283;2;1619;29;200;0;1;1;3
1284;5;1619;11;54;0;1;1;3
1285;2;1619;37;120;0;1;1;30
1287;2;5924;12;400;0;1;1;1
1288;2;5924;15;400;0;1;1;1
1289;2;5924;5;600;0;1;1;1
1290;5;5924;11;54;0;1;1;1
1291;2;6212;12;400;0;1;1;3
1292;2;6212;5;300;0;1;1;1
1293;2;6212;15;100;0;1;1;1
1294;5;6212;11;54;0;1;1;1
1295;3;6212;6;100;0;1;1;44
1296;1;6213;2;10000;0;1;1;3
1297;1;6213;2;10000;0;1;1;3
1301;2;3876;12;400;0;1;1;3
1302;2;3876;5;200;0;1;1;3
1303;2;3876;20;60;0;1;1;3
1304;2;3876;15;120;0;1;1;3
1305;4;3876;9;30;0;1;1;3
1306;4;6214;9;35;0;1;1;3
1307;1;5285;2;3000;0;1;1;3
1308;1;4979;2;2000;0;1;1;3
1309;2;5640;42;615;0;1;1;3
1310;1;5831;12;205;0;1;1;3
1311;1;5831;5;205;0;1;1;3
1312;1;5168;2;20000;0;1;1;3
1314;2;5308;12;205;0;1;1;3
1316;2;5308;8;40;0;1;1;45
1317;2;5308;20;40;0;1;1;45
1318;5;5308;11;36;0;1;1;3
1319;2;6220;19;205;0;1;1;3
1320;2;6221;19;50;0;1;1;3
1321;3;6224;14;6100;0;1;1;3
1323;1;6217;2;280000;0;1;1;46
1326;2;6217;17;1000;0;1;1;46
1327;2;6217;4;1000;0;1;1;46
1328;1;4977;2;600000;0;1;1;32
1329;2;4977;4;2500;0;1;1;32
1330;2;4977;5;2500;0;1;1;32
1331;2;4977;20;2000;0;1;1;32
1332;2;4977;8;2000;0;1;1;32
1333;5;4977;11;360;0;1;1;32
1334;4;6226;9;5000;0;4;1;2
1335;1;5929;2;15000;0;1;1;3
1336;2;5929;12;60;0;1;1;3
1337;5;5929;11;36;0;1;1;3
1340;4;5931;9;5000;100;3;1;3
1341;4;5929;9;30000;0;4;1;3
1342;2;5224;12;500;0;1;1;3
1343;2;5224;29;500;0;1;1;3
1344;1;5276;2;100000;0;1;1;3
1345;1;4096;2;112000;0;4;1;3
1346;1;5480;2;15000;0;4;1;35
1347;2;3963;24;60;0;1;1;3
1348;2;3873;24;200;0;1;1;3
1349;2;3873;15;20;0;1;1;3
1350;5;3873;11;18;0;1;1;3
1357;2;5138;12;240;0;1;1;3
1358;2;5138;1;120;0;1;1;3
1359;2;5138;25;120;0;1;1;3
1360;2;5138;42;120;0;1;1;3
1361;1;5837;2;10000;0;2;1;1
1362;2;5837;12;205;0;1;1;1
1363;1;6037;2;5000;0;1;1;1
1364;1;5694;2;600000;0;4;1;47
1365;2;4277;4;2050;0;1;1;1
1366;1;5882;2;4000;0;1;1;3
1367;2;4717;12;2400;0;1;1;3
1368;2;4480;12;4100;0;1;1;3
1369;2;4480;24;4100;0;1;1;3
1370;2;4480;1;4100;0;1;1;3
1371;2;4292;12;2500;0;1;1;3
1372;2;4292;24;2050;0;1;1;3
1373;2;4292;1;100;0;1;1;3
1374;2;5538;4;2400;0;1;1;3
1375;2;5538;5;800;0;1;1;3
1377;2;6236;14;20000;0;1;1;3
1378;2;6236;5;205;0;1;1;3
1379;2;6236;20;205;0;1;1;3
1380;2;4076;1;60;0;1;1;3
1381;2;4076;30;40;0;1;1;3
1382;2;4076;15;40;0;1;1;3
1383;2;4076;20;40;0;1;1;3
1384;2;4076;5;40;0;1;1;3
1385;2;2001;14;1000;0;4;1;3
1386;4;2001;9;15;0;1;1;3
1387;2;5437;20;20;0;1;1;3
1388;2;5437;5;20;0;1;1;3
1389;2;5437;12;205;0;1;1;3
1390;2;5700;28;3200;0;1;1;3
1391;2;5700;1;60;0;1;1;3
1392;2;5700;19;35;0;1;1;3
1393;2;5700;15;100;0;1;1;3
1397;2;5007;12;2000;0;1;1;3
1398;2;5007;24;2000;0;1;1;3
1399;2;5007;5;1000;0;1;1;3
1400;5;5007;7;1600;0;1;1;3
1401;2;4984;12;2000;0;1;1;3
1402;5;4984;11;700;0;1;1;3
1403;2;4969;12;410;0;1;1;3
1404;2;4969;14;5000;0;1;1;3
1405;4;4969;9;2000;0;4;1;3
1406;2;5563;5;205;0;1;1;3
1407;2;5563;12;205;0;1;1;3
1408;2;5563;24;205;0;1;1;3
1409;1;5563;2;30142;0;1;1;3
1410;5;5563;11;18;0;1;1;3
1412;4;5563;9;50;0;1;1;3
1413;2;4265;6;400;0;1;1;3
1414;3;4265;33;90;0;1;1;3
1415;4;4265;9;300;0;1;1;3
1416;2;5536;29;410;0;1;1;3
1417;2;5536;15;205;0;1;1;3
1418;2;5536;5;615;0;1;1;3
1419;2;5536;12;410;0;1;1;3
1420;1;4266;2;15000;0;1;1;3
1421;1;4266;2;4000;0;1;1;3
1422;2;4266;12;205;0;1;1;3
1423;5;4266;11;36;0;1;1;3
1424;4;4266;9;60000;0;1;1;3
1425;3;4266;6;1000;0;1;1;3
1426;3;4266;32;1000;0;1;1;3
1427;1;5515;2;27000;0;1;1;3
1428;2;5515;1;20;0;1;1;3
1429;2;5515;40;20;0;1;1;3
1430;2;5515;15;20;0;1;1;3
1431;2;5515;12;205;0;1;1;3
1432;2;5515;24;205;0;1;1;3
1433;1;5635;2;33500;0;1;1;3
1434;4;5635;9;342;0;1;1;3
1435;3;5635;34;100;0;1;1;3
1436;2;3825;13;410;0;1;1;3
1437;2;3825;1;50;0;1;1;3
1438;2;3825;19;12;0;1;1;3
1439;2;3825;15;60;0;1;1;3
1440;2;3825;8;160;0;1;1;3
1441;2;3825;16;160;0;1;1;3
1442;2;3825;12;360;0;1;1;3
1443;2;3825;24;140;0;1;1;3
1444;1;4180;2;40000;0;1;1;3
1445;2;4752;5;205;0;1;1;3
1446;2;4752;44;410;0;1;1;3
1447;1;4752;2;7500;0;1;1;3
1449;2;5688;28;410;0;1;1;3
1450;2;5688;29;410;0;1;1;3
1451;2;5688;15;40;0;1;1;3
1452;2;5688;20;20;0;1;1;3
1453;2;5688;12;420;0;1;1;3
1454;1;5688;2;110000;0;1;1;3
1455;2;5800;4;20;0;1;1;3
1456;2;5948;28;205;0;1;1;3
1457;2;5948;35;615;0;1;1;3
1458;2;5948;29;280;0;1;1;3
1459;2;5948;12;60;0;1;1;3
1460;2;5979;19;528;0;1;1;3
1461;2;5979;16;180;0;1;1;3
1462;2;5979;20;36;0;1;1;3
1463;1;6234;2;50000;0;1;1;3
1464;1;5657;2;1000000;0;1;1;30
1465;1;5657;2;1000000;0;1;1;42
1466;2;5657;4;0;0;1;1;42
1467;2;5657;45;0;0;1;1;42
1468;2;5657;15;0;0;1;1;42
1469;2;5657;29;0;0;1;1;42
1470;2;5657;1;0;0;1;1;42
1471;1;6227;2;12000;0;4;1;3
1473;2;5920;12;410;2;1;1;3
1475;2;5920;47;72;4;1;1;3
1476;2;5920;46;72;4;1;1;3
1477;2;5920;48;80;4;1;1;3
1478;2;3807;12;205;1;1;1;3
1479;1;6235;2;5000;0;4;1;48
1480;2;6235;12;0;0;4;1;1
1481;1;6237;2;60000;0;1;1;4
1483;1;6238;2;50000;0;5;1;1
1484;2;6238;12;600;0;1;1;1
1485;2;6238;35;1200;0;1;1;9
1486;2;6238;45;1000;0;1;1;9
1487;2;6238;49;400;0;1;1;9
1488;2;6238;46;180;0;1;1;9
1489;1;5277;2;10000;0;4;1;49
1490;2;5277;50;400;0;4;1;3
1491;2;5277;46;60;0;4;1;3
1492;4;5277;9;10000;0;4;1;3
1493;2;5937;12;1025;0;1;1;3
1494;2;5937;1;288;0;1;1;3
1495;2;4686;24;3000;0;1;1;3
1496;1;4501;2;60000;0;4;1;3
1497;2;4501;24;1000;0;4;1;3
1498;2;4501;12;1000;0;4;1;3
1499;2;4501;45;600;0;4;1;3
1500;2;4501;51;100;0;4;1;3
1501;2;4501;49;100;0;4;1;3
1502;2;4501;49;100;0;4;1;3
1503;1;4000;2;60000;0;1;1;48
1504;2;4000;12;1200;0;1;1;3
1505;2;4000;45;1000;0;1;1;3
1506;2;4000;51;400;0;1;1;3
1507;2;4000;46;410;0;1;1;3
1508;1;5025;2;20000;0;1;1;22
1509;2;5025;12;800;0;1;1;3
1510;2;5025;49;205;0;1;1;3
1511;2;5025;46;110;0;1;1;3
1512;1;6055;2;8000;0;4;1;3
1513;2;6055;12;0;0;4;1;10
1514;4;6055;9;0;0;4;1;50
1515;1;6056;2;6500;0;4;1;3
1516;2;6056;12;0;0;4;1;17
1517;4;6056;9;0;0;4;1;50
1518;1;6069;2;779;0;4;1;3
1519;1;6054;2;66;0;4;1;3
1520;1;6053;2;738;0;4;1;3
1521;1;6127;2;7646;0;4;1;3
1522;2;6127;12;0;0;4;1;10
1523;4;6127;9;0;0;4;1;50
1524;2;6088;30;120;0;1;1;3
1525;2;6088;31;24;0;1;1;3
1526;2;6104;1;400;0;1;1;3
1527;2;6104;12;500;0;1;1;3
1528;2;6104;45;200;0;1;1;9
1529;2;6104;46;100;0;1;1;9
1530;2;5988;1;0;10;1;1;3
1531;2;6106;40;1000;0;1;1;3
1532;2;6106;12;2000;0;1;1;3
1533;2;6106;24;1000;0;1;1;3
1534;2;6106;45;2000;0;1;1;3
1535;2;6106;15;500;0;1;1;3
1536;2;6106;17;400;0;1;1;3
1537;2;6106;7;400;0;1;1;3
1538;2;6106;13;2000;0;1;1;3
1539;2;6106;29;2000;0;1;1;3
1540;2;6106;36;2000;0;1;1;3
1541;2;6107;12;400;0;1;1;3
1542;2;6107;45;400;0;1;1;3
1543;2;6107;15;200;0;1;1;3
1544;2;6107;7;72;0;1;1;3
1545;2;5775;12;100;0;1;1;3
1546;2;5775;45;200;0;1;1;3
1547;2;5775;13;200;0;1;1;3
1548;2;5775;46;36;0;1;1;3
1549;2;6009;12;40;0;1;1;3
1550;2;6009;45;200;0;1;1;3
1551;2;6009;7;36;0;1;1;3
1552;2;6051;12;100;0;1;1;3
1553;2;6051;20;20;0;1;1;3
1554;2;6051;53;18;0;1;1;3
1555;2;5973;1;100;0;1;1;3
1556;2;5973;49;20;0;1;1;3
1557;2;6026;12;60;0;4;1;3
1558;2;6026;45;40;0;4;1;3
1559;2;6026;53;18;0;4;1;3
1560;1;5916;2;8000;0;1;1;10
1561;2;5916;12;60;0;1;1;3
1562;2;5916;46;100;0;1;1;3
1563;2;5985;15;60;0;1;1;3
1564;1;6084;2;10000;0;4;1;3
1565;2;6084;12;400;0;4;1;26
1566;2;6084;45;400;0;4;1;26
1567;2;6084;46;72;0;4;1;26
1568;2;6010;12;3000;0;1;1;3
1569;2;6010;24;3000;0;1;1;3
1571;2;6010;15;1800;0;1;1;1
1572;2;6010;40;4000;0;1;1;3
1573;2;6010;53;400;0;1;1;1
1574;2;6010;19;900;0;1;1;3
1575;1;6034;2;2400;0;4;1;3
1577;2;6034;12;0;0;1;1;3
1578;2;6034;45;0;0;1;1;3
1579;2;6034;15;0;0;1;1;3
1580;4;6034;9;0;0;1;1;3
1581;3;6034;6;0;0;1;1;3
1582;2;6011;36;200;0;1;1;3
1583;2;6011;1;300;0;1;1;3
1584;2;6011;30;288;0;1;1;35
1585;2;6011;16;60;0;1;1;3
1586;2;5225;12;120;6;1;1;3
1587;2;5225;50;80;2;1;1;3
1588;2;5225;46;36;2;1;1;3
1589;2;6049;30;288;0;1;1;1
1590;2;6049;31;144;0;1;1;1
1591;2;6049;54;72;0;1;1;1
1592;2;6049;41;90;0;1;1;1
1593;1;6092;2;0;0;1;1;10
1594;2;6092;12;160;8;4;1;3
1595;2;6092;15;60;3;4;1;3
1596;2;6092;46;54;3;4;1;3
1597;2;6063;12;800;40;1;1;3
1598;2;6063;24;800;40;1;1;3
1599;2;6063;45;800;40;1;1;3
1600;2;6063;1;1600;80;1;1;3
1603;2;6076;12;4100;205;1;1;3
1604;2;6076;24;4100;205;1;1;3
1605;2;6076;51;2000;20;1;1;3
1606;2;6076;46;900;18;1;1;3
1607;2;6012;12;2000;100;1;1;3
1608;2;6012;24;2000;100;1;1;3
1609;2;6012;45;1000;50;1;1;3
1610;2;6012;49;1600;80;1;1;3
1611;2;6012;55;1600;80;1;1;3
1612;2;6012;46;1440;80;1;1;3
1613;1;4215;2;100000;0;1;1;6
1614;2;4215;12;1640;8;1;1;3
1616;2;4215;57;1230;6;1;1;3
1617;2;4215;45;2050;10;1;1;3
1618;2;4215;49;410;2;1;1;3
1619;2;4215;47;615;3;1;1;3
1620;1;6090;2;120000;0;4;1;33
1621;2;6090;12;2050;10;4;1;1
1623;2;6090;46;205;1;4;1;1
1624;2;6090;20;205;1;4;1;3
1625;5;6118;58;30000;0;3;1;3
1626;2;6103;43;160;8;1;1;3
1627;2;6028;1;0;30;1;1;3
1628;2;6028;25;0;10;1;1;3
1629;2;6028;26;0;10;1;1;3
1630;5;4593;58;53000;0;1;1;3
1631;2;6091;12;2050;10;1;1;3
1632;2;6091;20;410;2;1;1;3
1633;2;6091;46;205;1;1;1;3
1634;1;6108;2;1000;0;4;1;6
1635;2;5992;30;12;0;1;1;3
1636;1;6110;2;6000;0;4;1;3
1638;2;6110;59;0;0;4;1;42
1639;1;6040;2;10000;0;4;1;3
1640;2;6040;59;0;0;4;1;21
1641;3;6040;59;0;0;4;1;6
1642;2;6093;1;24;1;1;1;3
1643;2;6093;25;24;1;1;1;3
1644;2;6082;28;205;1;1;1;51
1645;2;6082;50;205;1;1;1;51
1646;2;6082;30;24;2;1;1;51
1647;1;6070;2;0;0;4;1;42
1648;2;6070;14;6000;0;1;1;42
1649;4;6070;9;0;0;1;1;1
1650;3;6070;6;0;0;1;1;3
1651;1;6064;2;60000;0;1;1;52
1652;2;6064;59;0;0;1;1;21
1653;2;6064;14;0;0;1;1;21
1654;1;6134;2;40000;0;1;1;3
1655;2;6134;12;0;0;1;1;53
1656;2;6134;45;0;0;1;1;53
1657;2;6134;15;0;0;1;1;53
1658;2;6134;46;0;0;1;1;53
1659;1;6046;2;15000;0;1;1;3
1660;2;6059;30;1440;0;1;1;3
